Tender ID,Name,Customer,Stage,Status,inserted Time,Inserted User ID
GEM_2024_B_5578467,"CCTV Adaptor,D-Link Cable,Connector,IO,Crimping Tool,CMOS Battery,Lan Cable Tracer,Screw Driver,Cou",Ministry of Food Processing Industries NA,rejected,,06-11-2024 13:14:16,GEM BOT
GEM_2024_B_5578478,"Pull Switch,Pressure Switch,Dark Sensor,Metal Sensor Switch,Light Sensor Switch,Acoustic Sensor,Col",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:27:44,GEM BOT
GEM_2024_B_5578484,Annual Maintenance Contract for Networking Devices (Version 2) - L2 Switch; CISCO,Ministry of Finance BANKING SECTOR,rejected,,08-11-2024 13:15:06,GEM BOT
GEM_2024_B_5578501,"ESR Analyzer,RF Ablation Machine,100 mA High frequency Mobile X Ray Machine with CR System,Cardiac ",Ministry of Health and Family Welfare Department of Health and Family Welfare,rejected,,08-11-2024 05:02:49,GEM BOT
GEM_2024_B_5578525,PTZ CAMERA WITH ACCESSORIES,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:06:28,GEM BOT
GEM_2024_B_5578526,"Desktop Computers,Professional Large Format Display,Online UPS (V2),Speakerphone,Video Conferencing",Rural Development and Panchayat Raj Department Tamil Nadu,rejected,,07-11-2024 05:00:58,GEM BOT
GEM_2024_B_5578540,"UPS 1 KVA,CAT 6 UTP CABLE,LAYER 2 MANAGEABLE 8 PORT SWITCH,SWITCH RJ 45,D LINK CABLE CONNECTOR",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:27:24,GEM BOT
GEM_2024_B_5578630,"2 core cable 16 Sqmm,Solder Paste,Change over Switch 63 amp,Drill Bit 10mm,Wooden Switch Board,Dura",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:26:09,GEM BOT
GEM_2024_B_5578677,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Ministry of Defence Department of Military Affairs,rejected,,07-11-2024 05:11:58,GEM BOT
GEM_2024_B_5578819,"Step Down Control For Devils Ferry,Cable and Clips,CP Plus POE Switch 8 Port Devils Ferry,Digital 3",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:29:33,GEM BOT
GEM_2024_B_5578864,"Lock Assy Steering,Handle Door LH,Handle Door RH,Bty Cutoff Switch,Speedometer Cable,Assy Sunvisior",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:26:24,GEM BOT
GEM_2024_B_5579019,Small CCTV Surveillance System (V4),Ministry of Information and Broadcasting Ministry of Information and Broadcasting,rejected,,13-11-2024 05:06:49,GEM BOT
GEM_2024_B_5579060,"Cylinder head gasket of ALS,Road spring of ALS,Armature 24 V of 2.5 Ton,Solenoid switch 24 V of 2.5",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:26:57,GEM BOT
GEM_2024_B_5579076,"CCTV System for Minicoy Lighthouse,CCTV System for Kalpeni Lighthouse,CCTV System for Chetlat Light","Ministry of Ports, Shipping and Waterways NA",rejected,,08-11-2024 13:13:18,GEM BOT
GEM_2024_B_5579218,"Non - Modular Piano Type Domestic Electrical Switches as per IS 3854,Non - Modular Piano Type Domes",Ministry of Power Bhakra Beas Managemet Board,rejected,,07-11-2024 13:11:52,GEM BOT
GEM_2024_B_5579230,"Non - Modular Piano Type Domestic Electrical Switches as per IS 3854,PVC Insulated Unsheathed Cable",Ministry of Defence Department of Military Affairs,rejected,,11-11-2024 05:11:07,GEM BOT
GEM_2024_B_5579329,"MS Office,Hardware Maint,Networking,Cyber Security,Desktop Publishing",Ministry of Defence Department of Military Affairs,rejected,,07-11-2024 13:08:00,GEM BOT
GEM_2024_B_5579332,Installation Testing And Commissioning of CCTV Camera With All Accessories,Ministry of Commerce and Industry Department for Promotion of Industry & Internal Trade,rejected,,07-11-2024 13:02:17,GEM BOT
GEM_2024_B_5579433,"Whisper Pads,Changeover Switch,Pressure Cooker,Macintosh,CCTV",Ministry of Education Department of School Education and Literacy,rejected,,07-11-2024 13:05:02,GEM BOT
GEM_2024_B_5579458,"Handheld Electric Blower,Motherboard for Desktop,Switch Mode Power Supply (SMPS) as per IS 14886:,G",Ministry of Defence Department of Military Affairs,rejected,,07-11-2024 13:10:23,GEM BOT
GEM_2024_B_5579463,NIGHT ENABLED PTZ CAMERA WITH ALL ACCESSORIES,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:04:20,GEM BOT
GEM_2024_B_5579620,"Desktop Computers,Professional Large Format Display,Online UPS (V2),Speakerphone,Video Conferencing",Rural Development and Panchayat Raj Department Tamil Nadu,rejected,,08-11-2024 05:02:57,GEM BOT
GEM_2024_B_5579710,Network Attached Storage (NAS) Device,Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:03:19,GEM BOT
GEM_2024_B_5579766,Camera for CCTV System (V2),Urban Development & Housing Department Bihar,rejected,,10-11-2024 13:01:57,GEM BOT
GEM_2024_B_5579782,Annual Maintenance Contract for Networking Devices (Version 2) - as in scope of work; as in scope o,Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,rejected,,07-11-2024 13:06:25,GEM BOT
GEM_2024_B_5580098,"Flexible Cables for Miner's Cap-Lamps,T Bulb,modular electrical switches and accessories",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,07-11-2024 13:09:56,GEM BOT
GEM_2024_B_5580294,"INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - Remote Video Monitoring, Monitor Operations, Publ",Home Department Odisha,rejected,,07-11-2024 13:09:17,GEM BOT
GEM_2024_B_5580418,INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - CCTV SURVEILLANCE SYSTEM AT HOSPITAL BUILDING OF ,Health and Family Welfare Department Assam,rejected,,07-11-2024 13:03:14,GEM BOT
GEM_2024_B_5580460,Layer 2 Access Switch (V2),Ministry of Civil Aviation Airports Authority of India (AAI),rejected,,09-11-2024 05:10:53,GEM BOT
GEM_2024_B_5580470,Custom Bid for Services - Maintenance contract for 11kV Construction Power Network in NTPC Unchahar,Ministry of Power NA,rejected,,07-11-2024 13:06:45,GEM BOT
GEM_2024_B_5580593,Cables suitable for CCTV System (Accessories),Ministry of Railways Indian Railways,rejected,,09-11-2024 05:05:26,GEM BOT
GEM_2024_B_5580806,Full Frame 6K Cinema Camera,Ministry of Education Department of Higher Education,rejected,,08-11-2024 05:06:19,GEM BOT
GEM_2024_B_5580830,"Video Recorder for CCTV System (V2),Port Fast Ethernet PoE Switch with 2 Gigabit Uplink,Layer 2 Acc",Education Department Gujarat,rejected,,07-11-2024 13:02:26,GEM BOT
GEM_2024_B_5580938,"Camera body for 24-70 Lens,Lens 24-70Lens 24-70,Cover for Camera body,Battery for Camera 24-70 Lens",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:06:10,GEM BOT
GEM_2024_B_5580939,"10 Port PoE Switch Type A for Bangalore,Access Switch Type B for Telangana.,Access Switch Type B fo",Ministry of Railways Railways Public Sector Undertakings,rejected,,09-11-2024 13:20:41,GEM BOT
GEM_2024_B_5580951,"Halogen Head Bulb 24V 100W,Isolator Switch NEW MODEL,Pinion For Self Starter,Solenoid Switch Assy 2",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:31:43,GEM BOT
GEM_2024_B_5581021,"SWITCH, TIME, DIGITAL, 230V, 50HZ",Ministry of Steel Steel Authority of India Limited,rejected,,07-11-2024 13:10:39,GEM BOT
GEM_2024_B_5581031,"Fuel Pipe,Knuckle Bearing,Rotary Switch,Gear Box Kit,Fuel Gauge,Speedometer Cable,Clutch Cyl Assy,S",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:27:13,GEM BOT
GEM_2024_B_5581088,VERBA CENTRE (SWITCH BASED MONITORING SYSTEM),Home Department Uttar Pradesh,rejected,,08-11-2024 05:28:05,GEM BOT
GEM_2024_B_5581103,"Reverse light switch,VALVE BRAKE PNEUMATIC,FIELD COIL ASSY,Drive assy,Shifting Fork For 4 5 Gear,Pu",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 05:12:22,GEM BOT
GEM_2024_B_5581140,"PTZ Camera 30XZoom,NVR 8 Channel,POE Switch 8 Port D Link,HDMI Cable 15Mtr G link,8 Port Switch D l",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:10:48,GEM BOT
GEM_2024_B_5581164,"DVD Writter Slim,USB Lan Card,Drum 2525,Cleaning Blade 2525,DVD Writter Normal,Cleaning Blade 2206N",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:17:54,GEM BOT
GEM_2024_B_5581198,"PTZ Camera 60XZoom,NVR 8 Channel,POE Switch 8 Port D Link,HDMI Cable 15Mtr G link,8 Port Switch D l",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:06:39,GEM BOT
GEM_2024_B_5581233,"Solenoid Switch,Rectifier Assembly,Fuel Pipe,Air Pressure Pipe,Service Kit Complete",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:28:27,GEM BOT
GEM_2024_B_5581244,"Media Convertor D link Gigabit,VGA 30M,Bullet Camera 2MP,Power Adapter 9V,UTP cable For Camera",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:10:17,GEM BOT
GEM_2024_B_5581273,"Loads in Kgf,Load Control in Kgf,Max. Specimen Testing Height in mm,Max. Specimen Depth in mm,Dwell",Ministry of Chemicals and Fertilizers Department of Chemicals and Petrochemicals,rejected,,08-11-2024 05:11:48,GEM BOT
GEM_2024_B_5581275,Annual Maintenance Contract for Networking Devices (Version 2) - media converter n switch; hp,Ministry of Railways Railways Public Sector Undertakings,rejected,,07-11-2024 13:08:33,GEM BOT
GEM_2024_B_5581282,"Bullet Camera 4MP,DVR 4 Channel,2 TB HDD For NVR,POE Switch 16 Port D link,BNC Connector,Power Adap",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:10:35,GEM BOT
GEM_2024_B_5581386,Video Recorder for CCTV System (V2),Public Works Department Chhattisgarh,rejected,,07-11-2024 13:02:58,GEM BOT
GEM_2024_B_5581448,"Laser Pointer,Drone Landing Pad,Universal Pen,Speaker,Presenter",Ministry of Defence Department of Defence,rejected,,08-11-2024 05:17:34,GEM BOT
GEM_2024_B_5581453,"Supply Installation and integration of server as per RFP,Supply Installation and integration of Ent",Department of Space Department of Space,rejected,,08-11-2024 05:14:42,GEM BOT
GEM_2024_B_5581488,Area Surveillance Mini Device,Ministry of Defence Department of Military Affairs,rejected,,07-11-2024 13:09:47,GEM BOT
GEM_2024_B_5581498,"PTZ Camera 2Mp,DVR 08 Ch with data storage device 1TB,POE 4 Port Ethernet Switch,Cat 6 Wire,HDMI to",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:12:31,GEM BOT
GEM_2024_B_5581550,"Distilled H2O 5 LTR,Head Protector Cap,Surgical Gloves,Wooden Swab Sticks,Surgical Hair Caps,Tissue",Ministry of Education Department of Higher Education,rejected,,08-11-2024 05:13:59,GEM BOT
GEM_2024_B_5581706,"5MP IR bullet camera,8Channel Digital video recorder,4Channel Digital video recorder,2TB HDD,1TB HD",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:13:11,GEM BOT
GEM_2024_B_5581707,"ARMATURE ASSY,SOLENOID SWITCH,FIELD COIL ASSY,ROD ASSY CONNECTING,CLUTCH MASTER CYL,SPARK PLUG,HAND",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:30:57,GEM BOT
GEM_2024_B_5581733,"CYL HEAD GKT,OIL FILTER,PRESSURE PLATE,KIT PAD,CLUTCH RELEASE BRG,ALTERNATOR,POWER WINDOW SWITCH,VA",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 05:12:38,GEM BOT
GEM_2024_B_5581788,"HMC 221 SPDT SWITCH,COMP ACCE H/W CPU,RECEIVER SUB ASSY GPS,SAMSUNG HIGH BRIGHT TFT LCD",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:31:07,GEM BOT
GEM_2024_B_5581828,"CASING TO DRG. No. 675-64-CD244,CANVAS BAG 675-64-CD321,TOGGLE SWITCH PT 24 TO SPECN. A. G. O 360.2",Ministry of Defence Department of Defence Production,rejected,,07-11-2024 13:11:17,GEM BOT
GEM_2024_B_5581843,Spectrum Analyzers and Vector Network Analyzers,Ministry of Defence Department of Defence Research & Development,rejected,,07-11-2024 13:08:41,GEM BOT
GEM_2024_B_5581906,CCTV SUPPORT SYSTEM,Ministry of Defence Department of Defence,rejected,,07-11-2024 13:05:58,GEM BOT
GEM_2024_B_5582169,"ARMATURE,FIELD COIL,DRIVE PINION,BRUSH CARRIER,SOLENOID SWITCH,GLOW PLUG,FORK LINK,BUSH SET,LOCK",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:32:35,GEM BOT
GEM_2024_B_5582201,"TC9765328028 - PRESS. SWITCH, RNG: 1.6-16KG/SQCM 2SPDT",Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,,08-11-2024 05:21:40,GEM BOT
GEM_2024_B_5582233,"ARMATURE,DRIVE PINION,SOLENOID SWITCH,FORK LINK,CYL HEAD GASKET,GEAR RING,V BELT PULLEY,NARROW V BE",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:32:19,GEM BOT
GEM_2024_B_5582327,INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - Comprehensive Annual Maintenance Contract for NVR,Ministry of Women and Child Development NA,rejected,,08-11-2024 05:20:23,GEM BOT
GEM_2024_B_5582339,"Hours Meter Cable,Head Light Bulb,Toggle Switch,Backup Alarm,Battery Cutt Off Switch",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:32:01,GEM BOT
GEM_2024_B_5582352,Dashboard Camera,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:00:17,GEM BOT
GEM_2024_B_5582355,CORE Network Testing,Ministry of Corporate Affairs NA,rejected,,08-11-2024 05:19:59,GEM BOT
GEM_2024_B_5582452,2 port HDMI KVM switch as per annexure,PMO Department of Atomic Energy,rejected,,09-11-2024 13:13:56,GEM BOT
GEM_2024_B_5582463,SIMULATOR SOFTWARE FOR DRONE TRAINING,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 13:14:17,GEM BOT
GEM_2024_B_5582512,Layer 2 Access Switch (V2),PMO Department of Atomic Energy,rejected,,09-11-2024 05:12:02,GEM BOT
GEM_2024_B_5582659,Unmanned Aerial Vehicle and Payload Systems for Agricultural Spray (V2),Agriculture Department Puducherry,rejected,,08-11-2024 13:20:34,GEM BOT
GEM_2024_B_5582761,Unmanned Aerial Vehicle (UAV/UAS) as per MHA QR,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 13:20:26,GEM BOT
GEM_2024_B_5582817,"Indicator FR,Head light Halogen Bulb,Oil Seal Set,Indicator Switch,Coupling rubber four Nos,Air fil",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:33:08,GEM BOT
GEM_2024_B_5582858,"Seal front oil 32x47x6,Reverse indicator,Strainer,Switch Hazard,Turn Indicator Bulb Lamp",Ministry of Defence Department of Defence,rejected,,08-11-2024 05:32:48,GEM BOT
GEM_2024_B_5582863,AMC of Integrated Security and Surveillance System - Health Monitoring Solution for CCTV System; Co,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:17:13,GEM BOT
GEM_2024_B_5582870,Layer 2 Access Switch (V2),Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:08:28,GEM BOT
GEM_2024_B_5582942,"Motor 1HP,Hose Pipe,Heating puncher Machine,Camera set with DVR,Car washer Gun set,Welding Goggles",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:13:28,GEM BOT
GEM_2024_B_5582997,modular electrical switches and accessories,Ministry of Railways Indian Railways,rejected,,09-11-2024 05:10:04,GEM BOT
GEM_2024_B_5583007,Video Recorder for CCTV System (V2),Ministry of Railways Indian Railways,rejected,,13-11-2024 13:17:21,GEM BOT
GEM_2024_B_5583131,AMC of Integrated Security and Surveillance System - Health Monitoring Solution for CCTV System; Co,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:16:59,GEM BOT
GEM_2024_B_5583221,"Gear Fly Wheel Ring,Change Over Switch TATA,Assy OilFilter Safari,Fuel Filter CumWater Seperator,Sp",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:33:20,GEM BOT
GEM_2024_B_5583402,"Svl Sys Monitor 1,Svl Sys Monitor 2,Svl Sys Monitor 3,Svl Sys Monitor 4,Svl Sys Monitor 5",Ministry of Defence Department of Military Affairs,rejected,,14-11-2024 05:12:02,GEM BOT
GEM_2024_B_5583413,"32ch NVR 2SATA,24 2PORT POE GIGABYTE SWITCH,8 PLUS 2PORT POE GIGABYTE SWITCH,2MP IP BULLET CAMERA,2",Ministry of Education Department of School Education and Literacy,rejected,,08-11-2024 13:05:43,GEM BOT
GEM_2024_B_5583641,"SUPPLY CABLE TRANSIT SYSTEM- FRAME FOR 400KV SWITCHYARD PANEL ROOM (SPR) OF SIZE 8X5,SERVICES-CABLE",Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,,09-11-2024 13:13:25,GEM BOT
GEM_2024_B_5583839,"Desktop Computer,DT Computer,DTC,32 inch touch display,Network attached storage",Ministry of Culture NA,rejected,,08-11-2024 13:16:34,GEM BOT
GEM_2024_B_5583998,"PC05 Plus Medium Board,PGD display 120X32,Optical oil level switch,NRV Valve,Oil filter with O-ring",Ministry of Chemicals and Fertilizers Department of Fertilizers,rejected,,09-11-2024 05:10:29,GEM BOT
GEM_2024_B_5584062,Custom Bid for Services - 200136086 ReCertification  Surveillance Audit to IMS ISO 90012015 ISO 140,Ministry of Power NA,rejected,,08-11-2024 13:18:37,GEM BOT
GEM_2024_B_5584230,Cluster Outsourcing for Maintenance of Landline and Broadband network – OFC Network - Optical Fib,Ministry of Communications Department of Telecommunications (DOT),rejected,,09-11-2024 13:09:31,GEM BOT
GEM_2024_B_5584231,"352 DIA CLUTCH DISC,ASSU DRIVE SHAFT COMPLETE,352 DIA CLUTCH COVER,BTY CUT OFF SWITCH,GASKET INTAKE",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 05:14:09,GEM BOT
GEM_2024_B_5584520,Drone simulator Joy stick & Software,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 13:14:01,GEM BOT
GEM_2024_B_5584551,Flight Drone Training Simulator,Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:09:01,GEM BOT
GEM_2024_B_5584819,Video Recorder for CCTV System (V2),Department of Panchayati Raj,rejected,,11-11-2024 05:09:13,GEM BOT
GEM_2024_B_5584834,Retinal Camera or Fundus Camera for Eye Neonatal Screening - RBSK,Medical Education Department Uttar Pradesh,rejected,,08-11-2024 13:03:52,GEM BOT
GEM_2024_B_5584849,"Pressure switch for high pressureTeledyne HMXT SERIESP_N _ SK2SHDN8G,DPT2Teledyne HMXT SERIESP_N_SK",Ministry of Power Contracts and Materials,rejected,,13-11-2024 05:20:18,GEM BOT
GEM_2024_B_5584866,TEMPERATURE SURVEILLANCE UNIT (BHEL Material code: SA0653941021),Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,,09-11-2024 13:11:28,GEM BOT
GEM_2024_B_5584935,Camera for CCTV System (V2),Ministry of Tribal Affairs Ministry of Tribal Affairs,rejected,,08-11-2024 13:04:12,GEM BOT
GEM_2024_B_5584959,Digital Cinema Camera with Accessories,Ministry of Information and Broadcasting Ministry of Information and Broadcasting,rejected,,13-11-2024 13:05:58,GEM BOT
GEM_2024_B_5585025,Arista switch model no. CCS- 720XP-24Y6 along with transceiver (PAC),PMO Department of Atomic Energy,rejected,,13-11-2024 05:20:05,GEM BOT
GEM_2024_B_5585128,"HHTI andTIIOE Connecting BNC,HHTI and TIIOE Connecting 8 Port Switch,HHTI and TIIOE Splitter,HHTI a",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 05:14:48,GEM BOT
GEM_2024_B_5585154,Annual Maintenance Contract for Networking Devices (Version 2) - L2 Switch; Hewlett Packard Enterpr,Ministry of Finance BANKING SECTOR,rejected,,08-11-2024 13:14:47,GEM BOT
GEM_2024_B_5585298,Godrej Ace Pro Green Solar Power Camera,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 13:06:02,GEM BOT
GEM_2024_B_5585302,"Propellor for area surveillance mini device,Battery charging hub for area surveillance mini device,",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 13:19:43,GEM BOT
GEM_2024_B_5585309,Godrej Ace Pro Green Solar Power Camera,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 13:09:51,GEM BOT
GEM_2024_B_5585311,"IZI Spectra Combo, 4K HDR Drone, Night Vision, 1-Inch CMOS, 102 Min Flight, 22KM Range, Tri-detect ",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 13:14:09,GEM BOT
GEM_2024_B_5585313,"Primary Shaft with Bearing,Gear Lever Kit,Clutch Master Cyl Assy,Sleeve Cyl Assy,Knuckle Bush,Knuck",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 13:09:42,GEM BOT
GEM_2024_B_5585438,"LV7 TATA, L01402000027, SOLENOID SWITCH,LV7 TMB, 2608-5450-4901, RELAY STARTER SOLENOID,LV7 TATA, 2",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 05:15:06,GEM BOT
