Tender ID,Name,Customer,Stage,Status,inserted Time,Inserted User ID
GEM_2024_B_5566578,supply of network consumables,Department of Space Department of Space,rejected,,13-11-2024 05:05:47,GEM BOT
GEM_2024_B_5566675,KVM Switch,PMO Department of Atomic Energy,rejected,,07-11-2024 13:12:00,GEM BOT
GEM_2024_B_5566865,"PTZ Camera 4 MP,CCTV Camera 2 MP,NVR,Optic Cable,POE Switch,Media Converter,LG Monitor 108 cm,HDD,F",Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:16:59,GEM BOT
GEM_2024_B_5566871,"IP CAMERA,LED 32 INCH TV,MEDIA CONVERTER,PATCH CORD OFC,PATCH CORD UTP,POWER CABLE",Ministry of Defence Department of Military Affairs,rejected,,02-11-2024 13:03:41,GEM BOT
GEM_2024_B_5566926,Layer 2 Access Switch (V2),"Ministry of Ports, Shipping and Waterways NA",rejected,,02-11-2024 13:13:03,GEM BOT
GEM_2024_B_5566939,"Camera for CCTV System (V2),Video Recorder for CCTV System (V2),Hard disk drives,Cat 6 Cable for In","Ministry of Ports, Shipping and Waterways NA",rejected,,02-11-2024 13:03:06,GEM BOT
GEM_2024_B_5567111,"Video Conferencing Camera / Web Camera,Video Conferencing Camera / Web Camera,Line Interactive UPS ",Law Department Jharkhand,rejected,New-Corrigendum,02-11-2024 13:02:39,GEM BOT
GEM_2024_B_5567658,"VISUAL CUTOFF SWITCH FOR LT LOTO, 180 AMP",Ministry of Steel Steel Authority of India Limited,rejected,,07-11-2024 13:11:02,GEM BOT
GEM_2024_B_5567758,"GREEN FIRE CRACKERS FOR JAMBU ZOO,NOTICE BOARD SIGN FOR VETERNARY HOSPITAL,GULELS FOR JAMBU ZOO,CCT",Forest Department Jammu and Kashmir,rejected,,08-11-2024 05:05:56,GEM BOT
GEM_2024_B_5567899,4MP FULL HD WDR IR BULLET CAMERA 30 MTR,Ministry of Home Affairs Central Armed Police Forces,rejected,,03-11-2024 05:03:09,GEM BOT
GEM_2024_B_5567915,"NVR,Hard Disk,Poe Switch,Poe Switch,Camera,Camera,Cable,Cabinet,Connector,Pvc Box,Clip,Installation",Ministry of AYUSH Central Council for Research in Ayurvedic Sciences,rejected,,03-11-2024 05:02:45,GEM BOT
GEM_2024_B_5568062,Camera for CCTV System (V2),Ministry of Defence Department of Military Affairs,rejected,,03-11-2024 13:03:10,GEM BOT
GEM_2024_B_5568074,"L2 Manageble switch TP Link 8 and 24 Port Jupitor or cisco,Ethernet Cable Cat 6 UTP Cable,RJ 45 Cab",Ministry of Defence Department of Military Affairs,rejected,,03-11-2024 05:08:05,GEM BOT
GEM_2024_B_5568151,"Laptop with Win 11 DirectX Compatible,UAV Simulation Display Unit,VR Goggles HD Digital,Drone Softw",Ministry of Defence Department of Military Affairs,rejected,,07-11-2024 05:10:20,GEM BOT
GEM_2024_B_5568362,"5 MP Dome Camera HD,Digital Video Recorder DVR 8 port,2 TB Hard Disk,SMPS,Cable 3 in one for camera",Ministry of Defence Department of Defence,rejected,,08-11-2024 05:05:32,GEM BOT
GEM_2024_B_5568403,ADDITIONAL NETWORK SECURITY GATEWAY– FIREWALL,"Ministry of Ports, Shipping and Waterways Department of Public Enterprises",rejected,,05-11-2024 13:10:41,GEM BOT
GEM_2024_B_5568409,Small CCTV Surveillance System (V4),Urban Development Department Karnataka,rejected,,09-11-2024 05:05:43,GEM BOT
GEM_2024_B_5568439,"2MP IR Dome Camera,2MP IR Bullet Camera,32 Channel NVR,43 Inch TV,16 port Switch,8 Port Switch,Hard",Ministry of Skill Development and Entrepreneurship NA,rejected,,05-11-2024 13:19:27,GEM BOT
GEM_2024_B_5568621,"Overload Relay,Switch Fuse Unit",Ministry of Chemicals and Fertilizers Department of Fertilizers,rejected,,08-11-2024 05:21:47,GEM BOT
GEM_2024_B_5568809,Cables suitable for CCTV System (Accessories),Local Self Government Department Kerala,rejected,,05-11-2024 13:04:05,GEM BOT
GEM_2024_B_5568859,"Name Plate,Exhaust Fan,Electric Bd- Extension Bd,Controller switch bd,Cresent Fan,Table Lamp,Light ",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:20:00,GEM BOT
GEM_2024_B_5568867,"8 Channel NVR,Dahua Camera IP,Wire Roll TP LINK,POC Switch 8 Plus 2,Rack 4U,Rack 2U,POC Box,4TB Har",Ministry of Defence Department of Military Affairs,rejected,,03-11-2024 13:03:47,GEM BOT
GEM_2024_B_5569143,"Adopter 5V and 12V,Key Board Protector,4 and 5 Port Switch D Link,Mobile Glass Protection with Temp",Ministry of Defence Department of Military Affairs,rejected,,03-11-2024 13:05:41,GEM BOT
GEM_2024_B_5569229,Automated Surveillance Platform for Secuirty,Ministry of Defence Department of Military Affairs,rejected,,07-11-2024 05:12:19,GEM BOT
GEM_2024_B_5569278,"16 CH NVR 4 TB HDD,HDD 8 TB,Camera 4 MP 30 MTR,CAT 6 Cable,RJ 45,Inventor Trolly,Camera I o Box,PVC",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 05:04:58,GEM BOT
GEM_2024_B_5569517,"DESKTOP COMPUTER WITH 16 GB RAM,KEYBOARD MOUSE,VGA CABLE 25 MTR,HDMI CABLE 8K 25 MTR,LAN EXTENDER",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:12:47,GEM BOT
GEM_2024_B_5569884,INTIGRATED CCTV SURVEILLANCE SYSTEM WITH CENTRALISED MONITORING,Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 05:09:03,GEM BOT
GEM_2024_B_5569890,MULTI-PROTOCOL LABEL SWITCHING SERVICE(MPLS SERVICE),Ministry of Electronics and Information Technology Department of Electronics and Information Technology,rejected,,05-11-2024 13:12:37,GEM BOT
GEM_2024_B_5570497,"Fiber Media converter,Layer 2 Access Switch (V2),Port Fast Ethernet PoE Switch with 2 Gigabit Uplin",Ministry of Coal COAL INDIA LIMITED,rejected,New-Corrigendum,05-11-2024 13:12:12,GEM BOT
GEM_2024_B_5570587,"Pressure switch,Tail light Assy RH,Gasket Valve cover,Wiper Blade,Clutch Disc Assy",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:15:39,GEM BOT
GEM_2024_B_5570637,Camera for CCTV System (V2),Ministry of Defence Department of Ex-Servicemen Welfare,rejected,New-Corrigendum,05-11-2024 05:02:16,GEM BOT
GEM_2024_B_5570647,Surveillance Hard disk,Ministry of Education Department of School Education and Literacy,rejected,,05-11-2024 05:11:22,GEM BOT
GEM_2024_B_5570712,"Portable Planer Thickneser 317 mm machine,2 Core Electric Wire,16 Amp Switch and Socket,16 Amp 3 Pi",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:20:31,GEM BOT
GEM_2024_B_5570899,"Compound Side Mitre Saw with 60T TCT,2 Core Electric Wire,16 Amp Switch and Socket,16 Amp 3 Pin Top",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:15:25,GEM BOT
GEM_2024_B_5570901,"Server Type-1,Server Type-2,Server Type-3,10G Switch,Installation and commissioning",Ministry of Education Department of Higher Education,rejected,,05-11-2024 13:16:20,GEM BOT
GEM_2024_B_5570905,Switch Fuse Unit,Ministry of Railways Indian Railways,rejected,,05-11-2024 13:12:28,GEM BOT
GEM_2024_B_5571037,"Biometric access Control Machines,EM Lock LBS 600,Plastic Push Button Big,Power Supply 12 V 5 Amp,E",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 05:03:42,GEM BOT
GEM_2024_B_5571092,Drone Simulator Console,Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:09:59,GEM BOT
GEM_2024_B_5571189,"BRAKE SHOE SET FRT,SWITCH ASSY COMBINATION,TANK WATER RESORVIOR,SUNVISOR ASSY RH,GEAR LEVER KIT,OIL",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:13:38,GEM BOT
GEM_2024_B_5571216,"Pressure Reducing Regulator With Pressure Gauges,Digital Pressure Guage with Switch",Ministry of Defence Department of Defence Research & Development,rejected,,06-11-2024 13:21:45,GEM BOT
GEM_2024_B_5571229,"HEAD LIGHT ASSY,BTY CUT OFF SWITCH,HEAD LIGHT BULB,CHAIN SPKT KIT,CLUTCH PLATE,WEATHER STRIP DOOR,O",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:13:21,GEM BOT
GEM_2024_B_5571255,Body Worn Camera System,Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 05:03:35,GEM BOT
GEM_2024_B_5571259,"FD COIL ASSY 12V,ARMATURE ASSY,SOLENOID SWITCH,SPEEDOMETER CABLE,FUEL FILTER CUM WATER SEPERATOR,FI",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:13:08,GEM BOT
GEM_2024_B_5571282,Dry View Laser Films 14 inches x 11 inches compatible with 8100 comma 8150 Kodak Camera Cartridhe o,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 13:05:24,GEM BOT
GEM_2024_B_5571333,"FOG LIGHT,BUSH,POLE SCREW,STARTER RELAY 24V 50A,SWITCH LOCK IGNITION,HELOGEN BULB 24V,FUSE,BTY CUT ",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:16:06,GEM BOT
GEM_2024_B_5571354,"Mirror less Camera,Sony CF Express Card,card reader,Rechargeable Battery,Shooting Grip,Card Reader,",Ministry of Information and Broadcasting Ministry of Information and Broadcasting,rejected,,06-11-2024 05:06:12,GEM BOT
GEM_2024_B_5571560,"HT Tape,modular electrical switches and accessories",Urban Development Department Uttar Pradesh,rejected,,07-11-2024 05:13:01,GEM BOT
GEM_2024_B_5571598,Spectrum Analyzers and Vector Network Analyzers,Ministry of Education Department of Higher Education,rejected,,05-11-2024 13:10:31,GEM BOT
GEM_2024_B_5571780,Custom Bid for Services - CAMC for CCTV Surveillance System for the year 2024 26 at NMDC Donimalai ,Ministry of Steel NMDC Limited,rejected,,08-11-2024 05:17:23,GEM BOT
GEM_2024_B_5571816,"DGMS Approved FLP Transwitch Unit 315 kVA, 6.6 kV/550V,DGMS approved FLP VCB 6.6 kV, 400A, CTR-300/",Ministry of Coal COAL INDIA LIMITED,rejected,,12-11-2024 05:27:34,GEM BOT
GEM_2024_B_5571963,PRESSURE SWITCH,PMO Department of Atomic Energy,rejected,,08-11-2024 05:21:55,GEM BOT
GEM_2024_B_5572105,"SWITCH ROLLER ASSY, DWN: HSM-10030 SH. 1&2,HOUSING ROLLER ASSY(BREAST ROLL) , HSM6656,ROLLER, SS, D",Ministry of Steel Steel Authority of India Limited,rejected,,07-11-2024 13:11:43,GEM BOT
GEM_2024_B_5572223,WIRELESS LIMIT SWITCH/APL1 LOOPER,Ministry of Steel Steel Authority of India Limited,rejected,,06-11-2024 13:22:43,GEM BOT
GEM_2024_B_5572322,"Upgradation of HI PATH,30 port GSM Network SIP based PRI Solution,60 port audio conferencing bridge",Ministry of Petroleum and Natural Gas INDIAN OIL CORPORATION LIMITED,rejected,,08-11-2024 13:14:38,GEM BOT
GEM_2024_B_5572553,"UNIT HEAD LAMP,SWITCH ASSY COMBINATION,WIPER MOTOR ASSY,COMBINATION SWITCH,PUSH ROD,SOLENOID SWITCH",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:16:38,GEM BOT
GEM_2024_B_5572617,"POE Switch 4 Port,POE Switch 8 Port,UTP Cable,Power Cable 1 point 5 mm Copper,Power Board 4 Port,Po",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 05:05:58,GEM BOT
GEM_2024_B_5572653,Custom Bid for Services - Live Web feeding of CCTV at FSD Avadi  and FSD Egmore,Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,rejected,,05-11-2024 13:09:38,GEM BOT
GEM_2024_B_5572663,Custom Bid for Services - Repair of Nikon Digital Camera,Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 05:05:08,GEM BOT
GEM_2024_B_5572728,Helmet Mount (Accessories for Action Camera),Urban Development Department Karnataka,rejected,,06-11-2024 05:03:09,GEM BOT
GEM_2024_B_5572747,Paddle type flow switches,Ministry of Power SJVN Limited,rejected,,06-11-2024 13:24:56,GEM BOT
GEM_2024_B_5572816,"Visualizer,Computer Printer,Ups,Battery,Switch",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:16:50,GEM BOT
GEM_2024_B_5572866,"Beetal Cadle Switch with Sensor,Beetal Hand Set Cable,Beetal Speaker,Beetal Dial Pad,Beetal Display",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:17:04,GEM BOT
GEM_2024_B_5572945,"UPS battery 12V,Processor fan,SMPS,Printer cable,Power cable,LAN card,Mouse pad,Epson printer L3210",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:13:24,GEM BOT
GEM_2024_B_5573012,"Bullet Camera,16 Channel NVR,4 Port POE Switch Gigya,Surveillance HDD,CAT 6 Cable,6U Rack loaded,RJ",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:09:24,GEM BOT
GEM_2024_B_5573061,"Wooden Frame for Office,Water Pump Bush and Rewinding,Battery Charger For E-Rikshaw,NVR 8 Channel,L",Ministry of Defence Department of Defence,rejected,,06-11-2024 05:05:22,GEM BOT
GEM_2024_B_5573062,"VALVE ASSY,HAND BRAKE CABLE,ASSY PIPE,HELICAL GEAR 4TH SPEED,ASSY PIPE,ASSY COMBINATION SWITCH",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:17:17,GEM BOT
GEM_2024_B_5573110,"LAN CARD,INTERNAL DVD WRITER,LOGIC CARD HP LASER JET 1020,FUSER ASSY,OPC DRUM CANNON MFD,PRESSURE R",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:13:39,GEM BOT
GEM_2024_B_5573148,"Cable Assembly Radio Remote Type S for ECM Jammer Mk II,Rotary Switch for CNR 900M,AD 8051 Amplifie",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:17:33,GEM BOT
GEM_2024_B_5573167,"ALTERNATOR -EU,FIELD COIL ASSY -APU,SOLENOID SWITCH -APU 24V,DRIVE PINION,SINTERED BUSH -SET OF 3 N",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:17:45,GEM BOT
GEM_2024_B_5573196,"Dashboard camera with memory card,Welding helmet auto dark,Welding helmet PVC,Glass for welding hel",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:06:08,GEM BOT
GEM_2024_B_5573225,"Interactive Flat Panel 86,4K Pannels 55,Delegate Unit wired,Chairmen unit wired,Central Mixer Ampli",Ministry of Education Department of Higher Education,rejected,,08-11-2024 05:05:13,GEM BOT
GEM_2024_B_5573395,PTZ CAMERA_ Schedule 1_ Item_ 10_ M9722269883_ 700072717,Ministry of Power NA,rejected,,09-11-2024 13:02:25,GEM BOT
GEM_2024_B_5573606,CIRCUIT BREAKER (BATTERY CUT OFF SWITCH) - 460EG03044,Ministry of Defence Department of Defence Production,rejected,,12-11-2024 05:20:54,GEM BOT
GEM_2024_B_5573637,"TOGGLE SWITCH,FUSE GLASS,FUSE 30, 40, 15, 10AMP,FUSE CROCODILE,TAIL LIGHT ASSY,RELAY 24V,RELAY 12V,",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:18:53,GEM BOT
GEM_2024_B_5573696,"INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - proctoring; Recording Devices, Archival Storage; ",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 05:09:23,GEM BOT
GEM_2024_B_5573788,Logitech camera with mic,Ministry of Chemicals and Fertilizers Department of Chemicals and Petrochemicals,rejected,,06-11-2024 05:03:18,GEM BOT
GEM_2024_B_5573845,"Plate Thrust,Tube Assy Metal,Control unit,Ball Joint,Fuel Gauge float,Switch Coupling,Hose 6x10,Rad",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:18:27,GEM BOT
GEM_2024_B_5573945,Spectrum Analyzers and Vector Network Analyzers,Ministry of Defence Department of Defence Production,rejected,,06-11-2024 13:14:32,GEM BOT
GEM_2024_B_5573955,Video Conferencing Camera / Web Camera,Ministry of Defence Department of Defence,rejected,,06-11-2024 05:05:29,GEM BOT
GEM_2024_B_5573968,"ARMATURE ASSY,SOLENOID SWITCH,CLUTCH CYL ASSY,REGULATOR ASSY RH,FUEL PUMP MOTOR,IGNITION SWITCH,BRU",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:20:50,GEM BOT
GEM_2024_B_5574000,INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - Monitor Operations; Recording Devices; Maximum se,Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:10:56,GEM BOT
GEM_2024_B_5574160,"Filter Assy Fuel,Suspension Bush Kit,Spark Plug,Ignition Switch,Lens Tail Light Assy,Clutch Cable,T",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:21:26,GEM BOT
GEM_2024_B_5574169,"REPAIR KIT FRT SPRING BRAKE,GEAR FLY WHEEL RING,ECU ASSY,ASSY SPRING BRAKE ACTUATOR,SOLENOID SWITCH",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:24:47,GEM BOT
GEM_2024_B_5574186,Custom Bid for Services - CCTV LIVE WEB FEED AT FCI DEPOTS  UNDER DO MUZAFFARPUR,Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,rejected,,06-11-2024 05:08:00,GEM BOT
GEM_2024_B_5574426,"Isolator switch,Isolator switch",Ministry of Home Affairs Central Armed Police Forces,rejected,,06-11-2024 13:20:58,GEM BOT
GEM_2024_B_5574467,Limit Switch,PMO Department of Atomic Energy,rejected,,06-11-2024 05:12:41,GEM BOT
GEM_2024_B_5574477,"5MP IP Bullet Camera, 50 Mtr IR,5MP IP Dome Camera, 30 Mtr IR,UTP Cable,6 Core OFC Cable Armoured,H",Ministry of Science and Technology Department of Science and Technology (DST),rejected,,06-11-2024 13:08:47,GEM BOT
GEM_2024_B_5574567,"Video Conferencing Camera / Web Camera,PA Speaker",PMO Department of Atomic Energy,rejected,,10-11-2024 05:02:02,GEM BOT
GEM_2024_B_5574605,Helmet Mount (Accessories for Action Camera),Urban Development Department Karnataka,rejected,,06-11-2024 05:03:01,GEM BOT
GEM_2024_B_5574653,Spectrum Analyzers and Vector Network Analyzers,Ministry of Defence Department of Defence Production,rejected,,06-11-2024 13:14:41,GEM BOT
GEM_2024_B_5574761,Custom Bid for Services - SPRAYING OF BIO AGENT USING TYPE CERTIFIED AGRI DRONE,Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 05:08:12,GEM BOT
GEM_2024_B_5574828,Networking components for structured network cabling,Department of Space Department of Space,rejected,,06-11-2024 13:16:18,GEM BOT
GEM_2024_B_5574842,Data Centre rack Transfer Switch,Ministry of Civil Aviation Airports Authority of India (AAI),rejected,,06-11-2024 13:19:35,GEM BOT
GEM_2024_B_5574969,"Fuel Filter,Oil Filter,Oil Sending Unit,Starting Relay,Solenoid Switch,Shim",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:21:58,GEM BOT
GEM_2024_B_5574971,REAR VIEW CAMERA (COMPLETEDGMS 2020) PART NO. 958EG01402,Ministry of Coal COAL INDIA LIMITED,rejected,,06-11-2024 13:03:04,GEM BOT
GEM_2024_B_5575030,"CCTV System,Installation and Commissioning of CCTV","Ministry of Ports, Shipping and Waterways Department of Public Enterprises",rejected,,07-11-2024 05:09:54,GEM BOT
GEM_2024_B_5575038,"IP DAY and NIGHT PTZ Camera,IP DAY and NIGHT FIXED BULLET CAMERA,IP DAY and NIGHT FIXED DOME CAMERA",Ministry of Civil Aviation Airports Authority of India (AAI),rejected,,08-11-2024 05:03:31,GEM BOT
GEM_2024_B_5575111,"BP CUFF DIGITAL,ADOPTER FOR XRAY MACHINE,SPO2 PROBE 3 MTR,ON OFF SWITCH,PUSH BUTTON SWITCH,LAMP 15W",Ministry of Defence Department of Military Affairs,rejected,,07-11-2024 13:12:17,GEM BOT
GEM_2024_B_5575229,USB Camera based Soldering Microscope,Ministry of Petroleum and Natural Gas INDIAN OIL CORPORATION LIMITED,rejected,,12-11-2024 05:03:58,GEM BOT
GEM_2024_B_5575367,"P.T. Switch 6 Amps,P.T. Socket 6 Amps,BLDC Ceiling Fan 1200mm Sweep, Without remote 5 year Warranty","Andaman Public Works Department (APWD), Andaman & Nicobar",rejected,,08-11-2024 05:25:56,GEM BOT
GEM_2024_B_5575378,Interactive digital display board and integrated video camera connection facility,Ministry of Defence Department of Defence,rejected,,08-11-2024 05:12:39,GEM BOT
GEM_2024_B_5575580,Annual Maintenance Contract for Networking Devices (Version 2) - Firewall; CISCO,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,rejected,,07-11-2024 13:07:25,GEM BOT
GEM_2024_B_5575648,"Delay Timer Switch (Part No. 1712D11-2066) , 240 V AC/ 12 V DC,Ignition Coil (Part No. 8M0036693)",Ministry of Defence Department of Defence,rejected,,08-11-2024 05:29:42,GEM BOT
GEM_2024_B_5575978,"2 MP IP Dome Camera,2 MP IP Verifocal Dome Camera,8 Channel NVR,8 Port PoE Switch,4TB Surveillance ",Ministry of Finance Department of Financial Services,rejected,,06-11-2024 13:04:03,GEM BOT
GEM_2024_B_5576093,Supply of Flow switch for NTPC Talcher,Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,,06-11-2024 13:19:25,GEM BOT
GEM_2024_B_5576218,"Nikon Camera Battery Model No D3200.,Nikon Camera Battery Charger Model No D3200,Nikon Camera SDHC ",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:14:57,GEM BOT
GEM_2024_B_5576230,"Dome Camera,Bullet Colour Night,Plus DVR,Hard Disk 2 TB,Camera Box,CCTV DC Connector,BNC Connectors",Ministry of Health and Family Welfare Department of Health and Family Welfare,rejected,,06-11-2024 13:04:25,GEM BOT
GEM_2024_B_5576243,Video Conferencing Camera / Web Camera,Ministry of Power NA,rejected,,10-11-2024 13:02:32,GEM BOT
GEM_2024_B_5576326,Supply fitting and fixing of CCTV Wire cable 3 plus 1 Copper breading alloy mic wire alloy 90meter ,Ministry of Railways Indian Railways,rejected,,07-11-2024 13:05:27,GEM BOT
GEM_2024_B_5576748,Custom Bid for Services - CAMC of established LAN network at GM office and Regional Stores of Bhatg,Ministry of Coal COAL INDIA LIMITED,rejected,,06-11-2024 13:12:34,GEM BOT
GEM_2024_B_5576828,"Camera for CCTV System (V2),Camera for CCTV System (V2),Video Recorder for CCTV System (V2)",Ministry of Water Resources River Development and Ganga Rejuvenation NA,rejected,,06-11-2024 13:02:24,GEM BOT
GEM_2024_B_5576927,"CLUTCH PLATE ASSY,PRESSURE PLATE ASSY,LOCK DISTANCE PIECE,DOOR HANDLE,TOGGLE SWITCH",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:23:43,GEM BOT
GEM_2024_B_5577015,Dashboard Camera,Home Department Odisha,rejected,,10-11-2024 05:01:54,GEM BOT
GEM_2024_B_5577034,"Solenoid Switch,Roller Brg Inner,Tie Rod End Assy,S A of Pipe,Fuel Shut off Solenoid,Rep Kit Spring",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:23:29,GEM BOT
GEM_2024_B_5577047,"Fuel shut off solenoid,Assembly self starter,Brake shoe with lining,Battery cut of switch,Alternato",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:23:56,GEM BOT
GEM_2024_B_5577052,CCTV INSTALLATION CHARGES,Ministry of Defence Department of Military Affairs,rejected,,07-11-2024 13:05:50,GEM BOT
GEM_2024_B_5577071,"Rotary Switch LV7 Stln,Diode Lv7 Stln,Alt Regulator Glass LV7 Stln,Kick Starter LV7 RE,Gear Lever L",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:26:41,GEM BOT
GEM_2024_B_5577087,"CLUTCH PLATE ASSY,PRESSURE PLATE ASSY,CLUTCH PLATE ASSY1,PRESSURE PLATE ASSY1,TOGGLE SWITCH",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:24:08,GEM BOT
GEM_2024_B_5577120,"WHEEL BOLT,PTO SHAFT UNIVERSAL JOINT,CLUTCH HOUSING PLATE,AC ON OFF SWITCH,HIGH PRESSURE HOSE,SA IF",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:29:20,GEM BOT
GEM_2024_B_5577126,"CRIS DRIVER AMP CARD,LEO ANTENNA CH 1 TO 4,AQUA GBAP CARD,LIBRA ROTARY SWITCH WITH BOARD,LIBRA DRIV",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:24:22,GEM BOT
GEM_2024_B_5577208,FRV Drone Simulator with VR Google and Heaset,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:17:43,GEM BOT
GEM_2024_B_5577468,"Suction Pipe Assy Firewall to filter,Turbo Charger Assy,Clutch Release Brg,Reverse Light Switch,Rep",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:24:34,GEM BOT
GEM_2024_B_5577508,Active Network Components,Ministry of Defence Department of Defence Production,rejected,,06-11-2024 13:16:09,GEM BOT
GEM_2024_B_5577509,Unmanned Aerial Vehicle and Payload Systems for Agricultural Spray (V2),Ministry of Agriculture and Farmers Welfare Department of Agriculture Cooperation and Farmers Welfare,rejected,,06-11-2024 13:25:42,GEM BOT
GEM_2024_B_5577699,NETWORK ATTACHED STORAGE,Ministry of Defence Department of Defence Research & Development,rejected,,08-11-2024 13:16:43,GEM BOT
GEM_2024_B_5577761,Rotary Switch,Ministry of Railways Indian Railways,rejected,,09-11-2024 05:10:36,GEM BOT
GEM_2024_B_5577863,"64Channel NVR,4TBHDD Storage,4MP IR Network Dome Camera 30Mtr,Four MP IR Network Bullet Camera 30Mt",Ministry of Education Department of Higher Education,rejected,,07-11-2024 05:02:16,GEM BOT
GEM_2024_B_5577880,"Drone Survey Videography and Photo Mosaic of KHPS, NEEPCO Ltd, Umrongso, Dima Hasao, Assam",Ministry of Power NORTH EASTERN ELECTRIC POWER Corporation Limited,rejected,,07-11-2024 05:10:29,GEM BOT
GEM_2024_B_5577971,"1. 96101022050 PTZ camera for cctv system,2. 94816000415 IP DOME CCTV CAMERA,3. 96101022060 fixed c",Ministry of Mines Materials,rejected,,07-11-2024 05:01:35,GEM BOT
GEM_2024_B_5578049,"SLAVE CYL CLUTCH,IGNITION SWITCH,PRESSURE PLATE,SILENCER ASSY,DIOD,STARTING RELAY 24 V,FLASHER 24V,",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:22:13,GEM BOT
GEM_2024_B_5578064,"Pen Drive,Pen Drive,Keyboard and Mouse Combo,Layer 2 Access Switch (V2)",Ministry of Coal COAL INDIA LIMITED,rejected,,07-11-2024 05:12:54,GEM BOT
GEM_2024_B_5578129,"RAM DDR 4GB,SMPS,MOTHER BOARD,KEY BOARD,CPU FAN,LAN CARD,BATTERY 12V 7AH",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:13:54,GEM BOT
GEM_2024_B_5578248,"Drone Remote Controller Devils Ferry,Hydraulic Motor Set Devils Ferry,Remote Receiver Circuits Devi",Ministry of Defence Department of Military Affairs,rejected,,07-11-2024 05:10:08,GEM BOT
GEM_2024_B_5578254,CCTV CAMERA WITH ACCESSORIES,Ministry of Defence Department of Military Affairs,rejected,,07-11-2024 13:05:41,GEM BOT
GEM_2024_B_5578257,"OMIN WICKS,FUEL CAP,ADJUSTING REGULATOR,MANUAL SHUTOFF SWITCH,OPENING DOOR CATCH",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:25:38,GEM BOT
GEM_2024_B_5578433,Custom Bid for Services - REPLACEMENT OF CCTV CAMERA AND INSTALLATION OF NEW DVR,Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 05:03:10,GEM BOT
