tender_id,name_of_work,customer,inserted_time,inserted_user_id,verification_1,done
GEM_2024_B_4516129,"2 MP or higher Full HD Day and Night Fixed outdoor Bullet Network Camera Max 5MP,32 CH Professional",Ministry of Defence Department of Military Affairs,21-01-2024 13:18:20,GEM BOT,rejected,
GEM_2024_B_4516156,"16 Channel DVR Full 5MP Support,5 MP Bullet Camera HD with Build in Mic,5 MP Dome Camera HD with Bu",School Education Department Tamil Nadu,21-01-2024 13:30:13,GEM BOT,rejected,
GEM_2024_B_4516167,SPECIALIST VEHICLE SPARE REVERSE CAMERA,Ministry of Defence Department of Military Affairs,21-01-2024 13:28:00,GEM BOT,rejected,
GEM_2024_B_4516175,"Diploma in Networking,Diploma in Information Technology,Web Page Design and Publishing",Ministry of Defence Department of Military Affairs,24-01-2024 05:11:35,GEM BOT,rejected,
GEM_2024_B_4516176,"UPS Microtek 1 KVA,Power Cable,Processor Fan,Switch Mode Power Supply SMPS,VGA Cable",Ministry of Defence Department of Military Affairs,21-01-2024 13:21:46,GEM BOT,rejected,
GEM_2024_B_4516200,Custom Bid for Services - Extension of Surveillance System for SidhoKanho Chouk Dakaita,Ministry of Coal EASTERN COALFIELDS Limited,21-01-2024 13:17:46,GEM BOT,rejected,
GEM_2024_B_4516210,Switch Fuse Unit,Ministry of Railways Indian Railways,21-01-2024 13:21:52,GEM BOT,rejected,
GEM_2024_B_4516220,Custom Bid for Services - Supply and installation of IP camera in D1  D2 VVIP Guest House at Urjana,Ministry of Coal EASTERN COALFIELDS Limited,21-01-2024 13:29:23,GEM BOT,rejected,
GEM_2024_B_4516231,"Camera,Network Video Recorder,Hard disk,Camera Box,Switch,5 Port Switch,T V,Cable,Cable,Rack,Rack,I",Ministry of Education Department of School Education and Literacy,24-01-2024 05:08:23,GEM BOT,rejected,
GEM_2024_B_4516247,"NVR 16 Channel,1KV UPS,Monitor,CAT Cable,HDD 1 TB survillance,POE Switch",Ministry of Defence Department of Military Affairs,26-01-2024 05:19:39,GEM BOT,rejected,
GEM_2024_B_4516251,Dashboard Camera,Ministry of Defence Department of Military Affairs,22-01-2024 05:04:24,GEM BOT,rejected,
GEM_2024_B_4516259,Custom Bid for Services - Supply and installation of 4 Nos Camera in Auxiliary Section,Ministry of Coal EASTERN COALFIELDS Limited,21-01-2024 13:29:45,GEM BOT,rejected,
GEM_2024_B_4516260,"Dashboard camera,Memory card 32 GB,Fog light switch 2.5 Ton,Water pump nozzle,Indicator glass rear ",Ministry of Defence Department of Military Affairs,21-01-2024 13:22:06,GEM BOT,rejected,
GEM_2024_B_4516265,Custom Bid for Services - Live view of CCTV cameras of DDU in Mine Managers Office,Ministry of Coal EASTERN COALFIELDS Limited,21-01-2024 13:29:30,GEM BOT,rejected,
GEM_2024_B_4516270,"MFD Multi Function Device RICOH model No MO2014D,UTP cable cat 6,16 Port Switch D link,16 Port Swit",Ministry of Defence Department of Military Affairs,21-01-2024 13:21:59,GEM BOT,rejected,
GEM_2024_B_4516281,Custom Bid for Services - Supply and installation of PTZ camera in magazine house Lalmatia,Ministry of Coal EASTERN COALFIELDS Limited,22-01-2024 13:20:50,GEM BOT,rejected,
GEM_2024_B_4516297,"chain sprocket kit,shoe comp brake,cylinder,gasket set,armature assy,solenoid switch,drive assy,wip",Ministry of Defence Department of Military Affairs,22-01-2024 05:01:52,GEM BOT,rejected,
GEM_2024_B_4516322,"Repairing of Camera,Charger Cable,Adapter,Camera Holder,VGA Cable",Ministry of Defence Department of Military Affairs,22-01-2024 05:04:31,GEM BOT,rejected,
GEM_2024_B_4516327,Water proof outer cover with digital military pattern for comd post of Composite Surveillance Degra,Ministry of Defence Department of Defence,22-01-2024 05:01:22,GEM BOT,rejected,
GEM_2024_B_4516351,"INNOVATION OF GSM AND ARDUINO BASE REMOTE SWITCH FOR TECH TRG 1. GSM CALLING CONTROLLED RELAY,GSM 9",Ministry of Defence Department of Military Affairs,22-01-2024 05:02:00,GEM BOT,rejected,
GEM_2024_B_4516376,"RJ 45 D Link,RJ 45 Couple Connector,RJ 45 2 in 1 Connector,HDMI Cable 20 mtr,HDMI Cable 15 mtr,Mini",Ministry of Defence Department of Military Affairs,22-01-2024 05:04:47,GEM BOT,rejected,
GEM_2024_B_4516394,Matrix Switcher 8 x 8,Ministry of Defence Department of Military Affairs,22-01-2024 13:19:08,GEM BOT,rejected,
GEM_2024_B_4516400,"Field Coil Assy 24V,Solenoid Switch 24V,Radiator Assy,Pneumetic Valve,Rear Door Catch,Gear lever As",Ministry of Defence Department of Military Affairs,22-01-2024 05:02:20,GEM BOT,rejected,
GEM_2024_B_4516431,"WIPER MOTOR,STARTER MOTOR,SOLENOID SWITCH,DRIVE ASSY,ARMATURE ASSY,FIELD COIL ASSY,BRUSH GEAR ASSY,",Ministry of Defence Department of Military Affairs,22-01-2024 13:18:39,GEM BOT,rejected,
GEM_2024_B_4516520,"Trail Camera,Security Light,Rubber Stamp,Visitor Book,Battery AAA,Battery AA",Ministry of Defence Department of Military Affairs,22-01-2024 05:05:03,GEM BOT,rejected,
GEM_2024_B_4516544,"Pipe Die Set 40 mm,Pipe Die Set 50 mm,Bulb Holder,Led Light 10mm,MCB 32 Ampere,MCB Box 4 Way,Connec",Ministry of Defence Department of Military Affairs,22-01-2024 05:04:55,GEM BOT,rejected,
GEM_2024_B_4516569,"BULB 12V,CLUTCH CYL ASSY,SOLENOID SWITCH,CENTRE BOLT,COMBINATION SWITCH,ASSY VACCUME HOSE,DRIVE SHA",Ministry of Defence Department of Military Affairs,22-01-2024 05:02:36,GEM BOT,rejected,
GEM_2024_B_4516585,"CP PLUS IP CAMERA,CP PLUS DVR,CCTV SMPS,HARD DISK 4 TB,CAT 6 OUTDOOR,OFTIC FIBER,BNC CONNECTOR,INST",Department of Panchayati Raj,22-01-2024 05:04:04,GEM BOT,rejected,
GEM_2024_B_4516621,Drone with Camera,Police Department Uttarakhand,22-01-2024 05:06:11,GEM BOT,rejected,Open
GEM_2024_B_4516702,"nvr,camera,poe,hard disk,focal camera,gb switch,cable roll,rack,usb,rack,rj 45,poe junction,hdmi 5 ",Ministry of Defence Department of Military Affairs,27-01-2024 05:01:26,GEM BOT,rejected,
GEM_2024_B_4516707,"24 V Solenoid Stater Relay,Fuel Stainer,Stater Motor 24 V,Solenoid Switch,Head Gasket,Fog Light Ass",Ministry of Defence Department of Military Affairs,22-01-2024 05:02:44,GEM BOT,rejected,
GEM_2024_B_4516729,"Computer,LAN Cable 3 point 5 mtr 8 Port Switch and 2 into 4 Port switch incl installation ch,Night ",Ministry of Defence Department of Military Affairs,22-01-2024 05:02:52,GEM BOT,rejected,
GEM_2024_B_4516744,"Split AC Maintenance,Package AC System Maintenance,Ice Candy Plant Maintenance,Car Air Conditioner ",Vocational Education and Skill Development Department Uttar Pradesh,22-01-2024 05:05:42,GEM BOT,rejected,
GEM_2024_B_4516821,"Camera Z50 Nikkon for trg,Memory card 64 GB for camera,Bag for camera,Lamination sheet,Silk ribbon ",Ministry of Defence Department of Military Affairs,22-01-2024 05:05:32,GEM BOT,rejected,
GEM_2024_B_4516832,"Insulation Tape,Changeover Switch 1 Phase,Changeover Switch 3 Phase,Socket with Switch 15 AMP,Socke",Ministry of Defence Department of Military Affairs,22-01-2024 13:19:18,GEM BOT,rejected,
GEM_2024_B_4516883,Supply and safe delivery of Limit switch ( Make: Mascot Model no: XFLO-LS2),PMO Department of Atomic Energy,22-01-2024 05:03:06,GEM BOT,rejected,
GEM_2024_B_4516921,"MICROSOFT COMPLETE ONLINE TRAINING,NETWORK AND SECURITY ONLINE COURSE",Ministry of Defence Department of Military Affairs,22-01-2024 13:17:43,GEM BOT,rejected,
GEM_2024_B_4516980,"1000 LTR SINTEX,RKP PUMP CRI,RWT LEVEL SWITCH,PWT LEVEL SWITCH,BALL WALL,VESSEL 10 IN TO 54,SAND CA",Department of Panchayati Raj,22-01-2024 05:03:14,GEM BOT,rejected,
GEM_2024_B_4517003,"1000 LTR SINTEX,RKP PUMP CRI,RWT LEVEL SWITCH,PWT LEVEL SWITCH,BALL WALL,VESSEL 10 IN TO 54,SAND CA",Department of Panchayati Raj,22-01-2024 05:03:40,GEM BOT,rejected,
GEM_2024_B_4517008,"1000 LTR SINTEX,RKP PUMP CRI,RWT LEVEL SWITCH,PWT LEVEL SWITCH,BALL WALL,VESSEL 10 IN TO 54,SAND CA",Department of Panchayati Raj,22-01-2024 05:03:32,GEM BOT,rejected,
GEM_2024_B_4517014,"1000 LTR SINTEX,RKP PUMP CRI,RWT LEVEL SWITCH,PWT LEVEL SWITCH,BALL WALL,VESSEL 10 IN TO 54,SAND CA",Department of Panchayati Raj,22-01-2024 05:03:23,GEM BOT,rejected,
GEM_2024_B_4517056,"Bty Libra Jammer,Charger LEO,Dip Switch,Inductor,Charger Libra",Ministry of Defence Department of Military Affairs,22-01-2024 05:03:47,GEM BOT,rejected,
GEM_2024_B_4517105,"3D PRINTER,DIY KIT,IOT KIT,DRONE KIT,POSTER",Ministry of Education Department of School Education and Literacy,26-01-2024 05:47:24,GEM BOT,rejected,
GEM_2024_B_4517124,"Camera,Chairs Class Room with Writing PAD,Chairs Outdoor classes,Chairs sand model room,Chairs Conf",Ministry of Defence Department of Military Affairs,22-01-2024 05:06:04,GEM BOT,rejected,
GEM_2024_B_4517185,"Laminate Sheet 8 x 4,Angle Iron 25 mm,Curtain,Switch Board,Half inch HP Motor with Accessary",Ministry of Defence Department of Military Affairs,22-01-2024 13:20:36,GEM BOT,rejected,
GEM_2024_B_4517203,"Bonnet Ram Assy,Reverse Light Switch,Bonnet Pneumatic Coil,Body Fan,Fog Light Assy,Rear Door Ram As",Ministry of Defence Department of Military Affairs,22-01-2024 13:19:28,GEM BOT,rejected,
GEM_2024_B_4517206,"oil filter,bearing bush,switch assy backup lamp,needle set jet,clutch booster rep kit,relay,cyl hea",Ministry of Defence Department of Military Affairs,22-01-2024 13:19:36,GEM BOT,rejected,
GEM_2024_B_4517228,IP CAMERA HIKVISION 5MP,Ministry of Defence Department of Military Affairs,22-01-2024 13:21:18,GEM BOT,rejected,Open
GEM_2024_B_4517261,"Foundation for Gantry Pole,Gantry Pole Painting and Pole accessories,Erection of Gantry Pole,EB Pol",Home Department Kerala,22-01-2024 13:21:28,GEM BOT,rejected,
GEM_2024_B_4517275,"1 TB HDD FOR NVR AND DVR,POE 4 PORT SWITCH,LED 32 INCH,OTE SYROTECH,5 PORT SWITCH GIGA BYTE",Ministry of Defence Department of Military Affairs,22-01-2024 13:19:43,GEM BOT,rejected,
GEM_2024_B_4517277,Custom Bid for Services - Supply and installation of Camera 3 Nos at Rail weighbridge RJ siding  1 ,Ministry of Coal EASTERN COALFIELDS Limited,22-01-2024 13:21:05,GEM BOT,rejected,
GEM_2024_B_4517290,Custom Bid for Services - Supply and installation of PTZ camera at CAT dumper section and IP Camera,Ministry of Coal EASTERN COALFIELDS Limited,22-01-2024 13:20:58,GEM BOT,rejected,
GEM_2024_B_4517298,"CRIMPING TOOLS,5V ADOPTER,DLINK CAT 6 UTP CABLE,IP CAMERA HIKVISION 5MP",Ministry of Defence Department of Military Affairs,22-01-2024 13:21:11,GEM BOT,rejected,
GEM_2024_B_4517333,"1 Core Copper wire 1point 5 mm,Gatti 6 mm,16 Amp 3 pin top,Switch Board 16 amp,Battery Stand",Ministry of Defence Department of Military Affairs,22-01-2024 13:19:51,GEM BOT,rejected,
GEM_2024_B_4517357,"MOTOR 24 A,REAR VIEW MIRROR,SWITCH TRW 311 166,PLUG,BRAKE LINING,SWITCH,AIR CYLINDER",Ministry of Defence Department of Military Affairs,22-01-2024 13:19:58,GEM BOT,rejected,
GEM_2024_B_4517382,"Quadcopter,GCS,Day Camera Payload,Night Camera TI Payload,Rechargeable Battery",Ministry of Defence Department of Military Affairs,23-01-2024 05:16:33,GEM BOT,rejected,
GEM_2024_B_4517435,"Eng Mtg pad,Pipe flexible for oil pressure,Fuel pipe,Fuel pipe,Amp Meter,Frq meter,Lock Nut,Switch ",Ministry of Defence Department of Military Affairs,22-01-2024 13:20:07,GEM BOT,rejected,
GEM_2024_B_4517468,"COMPUTER-1 DAY,COMPUTER-30 TO 45 DAY,LAPTOP-1 DAY,LAPTOP-30 TO 45 DAY,LASER PRINTER BW - 1 DAY,LASE",Revenue Department Gujarat,23-01-2024 05:16:26,GEM BOT,rejected,
GEM_2024_B_4517470,"Stabilizer for Xerox machine,Laptop Service1,Laptop Service2,Lan Cable,Wifi Range Extender,Multi Us",Public Works Department Jammu and Kashmir,22-01-2024 13:17:37,GEM BOT,rejected,
GEM_2024_B_4517522,"Dise Clutch,Bearing Clutch Release,Solenoid Switch,Field Coil With Thermal Cut Out,Pistion Ring,Res",Ministry of Defence Department of Military Affairs,22-01-2024 13:20:14,GEM BOT,rejected,
GEM_2024_B_4517541,"AIR CONDITIONER 1.5 TON,SWITCH,CABLE,SOCKET 16 AMP,SS COMB",Ministry of Defence Department of Military Affairs,22-01-2024 13:20:22,GEM BOT,rejected,
GEM_2024_B_4517544,Time Switch,Energy Department Maharashtra,22-01-2024 13:20:43,GEM BOT,rejected,
GEM_2024_B_4517607,"FILTERS,RO FILTER,500 LTR TANK,PLASTIC COLLECTION,CCTV,STORAGE CONTAINER,RACK,SOLAR PANNEL",Department of Panchayati Raj,23-01-2024 05:11:44,GEM BOT,rejected,
GEM_2024_B_4517693,"INJECTOR ASSY FUEL,REGULATOR CONTROLSTARTER ELECT,BALL BEARING,REP KITAIR DRYER ASSY,CLUTCH SWITCH",Ministry of Defence Department of Military Affairs,23-01-2024 05:07:33,GEM BOT,rejected,
GEM_2024_B_4517772,"Wireless Outdoor. Camera,Wireless Outdoor Camera .,Wireless. Outdoor Camera,WirelessOutdoor Camera,","Ministry of Ports, Shipping and Waterways NA",24-01-2024 13:30:05,GEM BOT,rejected,Open
GEM_2024_B_4517799,CCTV Cameras along with Accessories,Ministry of Defence Department of Military Affairs,23-01-2024 05:12:09,GEM BOT,rejected,
GEM_2024_B_4517839,"Dashboad Camera For Dvr Trg,Dashboad Camera Memory Card For Dvr Trg,DC To AC Converter Device For B",Ministry of Defence Department of Military Affairs,23-01-2024 05:13:38,GEM BOT,rejected,
GEM_2024_B_4517947,"AIR FILTER,LUB OIL FILTER ELEMENT ASSY,FUEL FILTER,WATER SEPERATOR,IGINATION SWITCH",Ministry of Defence Department of Military Affairs,24-01-2024 05:13:01,GEM BOT,rejected,
GEM_2024_B_4517985,"Air Filter,Ignition Switch,Temp Gauge,Bracket Cyl Seal Kit,Head Light Assy",Ministry of Defence Department of Military Affairs,23-01-2024 05:07:59,GEM BOT,rejected,
GEM_2024_B_4518000,"Optimux 16 Port FXO FXS 4E1 4ETH,8Port LAN Switch,Surveillance Hard Disk 2TB,Flexible Pipe 2inch,Fl",Ministry of Defence Department of Military Affairs,23-01-2024 05:04:26,GEM BOT,rejected,
GEM_2024_B_4518020,"Dome Camera,Bullet Camera,PTZ Camera,SD Card,VMS software,Device Licenses,Analytics,Analytics,Serve",Ministry of Civil Aviation Airports Authority of India (AAI),23-01-2024 05:15:08,GEM BOT,rejected,Open
GEM_2024_B_4518032,"CCTV Camera 4 MP,Cat 6 Cable,PVC Safety Box,Connector RJ 45,NVR 16 Channel,Speed Flash Module",Ministry of Defence Department of Military Affairs,23-01-2024 05:12:02,GEM BOT,rejected,
GEM_2024_B_4518039,"Stabilizer copper 5KVA 90V to 300V 4000W heavy duty,Holder,5A Top pin plug,Bed switch,5A female mal",Ministry of Defence Department of Military Affairs,23-01-2024 05:08:22,GEM BOT,rejected,
GEM_2024_B_4518041,DIGITAL SLR CAMERA,Ministry of Defence Department of Military Affairs,23-01-2024 05:13:44,GEM BOT,rejected,
GEM_2024_B_4518052,Spectrum Analyzers and Vector Network Analyzers,Ministry of Civil Aviation Airports Authority of India (AAI),24-01-2024 05:11:21,GEM BOT,rejected,
GEM_2024_B_4518058,"Video Camera,Camera man ka paarishramik,hard disk 02 terabyte to store videography data,Digital Cam",Election Department Uttar Pradesh,26-01-2024 05:53:43,GEM BOT,rejected,
GEM_2024_B_4518072,"STARTER SOLENOID SWITCH,SPEEDOMETER CABLE,NOZZLE,DOOR HANDLE,FUEL TANK ASSY,SILENCER ASSY,SIDE COVE",Ministry of Defence Department of Military Affairs,23-01-2024 05:08:14,GEM BOT,rejected,
GEM_2024_B_4518075,"Monitor 18 inch,CCTV Camera set up,Pendrive 32 gb,E Learning Software 1st to 7th,5th Scholarship,La",Rural Development Department,23-01-2024 05:12:22,GEM BOT,rejected,
GEM_2024_B_4518087,"CCTV Camera Per Peice Per Day for one day,CCTV Camera Per Peice Per Day for two to seven days,CCTV ",Election Department Uttar Pradesh,26-01-2024 05:42:11,GEM BOT,rejected,
GEM_2024_B_4518094,"Seating Accent Couch,Accent Chair With Arm,HDHMR Moulding for Wall,Electric Switch with Supply Equi",Ministry of Defence Department of Military Affairs,23-01-2024 05:08:06,GEM BOT,rejected,
GEM_2024_B_4518228,"0 point 5 sq mm Havells copper wire 90 Mtr pack,1 sq mm Havells copper wire 90 Mtr pack,3 plus 1 CC",Ministry of Defence Department of Military Affairs,23-01-2024 05:15:15,GEM BOT,rejected,
GEM_2024_B_4518259,"Testing, Repairing and Commissioning of CCTV As per Shedule-01,Testing, Repairing and Commissioning",Ministry of Defence Department of Defence,23-01-2024 05:12:43,GEM BOT,rejected,
GEM_2024_B_4518267,"Professional Large Format Display,Video Conferencing Camera",Ministry of Defence Department of Military Affairs,23-01-2024 05:14:04,GEM BOT,rejected,
GEM_2024_B_4518359,"Intraoral camera,Monitor,Monitor arm,Remote,USB drive",Ministry of Defence Department of Military Affairs,23-01-2024 05:14:11,GEM BOT,rejected,
GEM_2024_B_4518405,"Tower Server,Network Switch Firewall Secure,Gigabit Ethernet Unmanaged Desktop switch,8 Port Networ",Ministry of Defence Department of Defence,23-01-2024 05:06:13,GEM BOT,rejected,
GEM_2024_B_4518505,SWITCH BOARD,Ministry of Defence Department of Military Affairs,23-01-2024 05:09:48,GEM BOT,rejected,
GEM_2024_B_4518652,"Indoor Active LED Screen Qty 1,Indoor PTZ Cameras Qty 3,PTZ Camera Controller with network and seri",Ministry of Agriculture and Farmers Welfare Department of Agricultural Research and Education (DARE),23-01-2024 05:06:34,GEM BOT,rejected,Open
GEM_2024_B_4518784,"50 watt LED Street Light,Aram patti and accessories,Wire 6 by 2mm,Bad Switch anchor,Installation wo",Department of Panchayati Raj,23-01-2024 05:08:30,GEM BOT,rejected,
GEM_2024_B_4518812,Digital camera with support for interchangeable lenses,Ministry of Agriculture and Farmers Welfare Department of Agricultural Research and Education (DARE),23-01-2024 05:16:40,GEM BOT,rejected,
GEM_2024_B_4518943,"Portable Display Screen 11 inch for Visual Trg Aid,Charging Cable,Charging Switch,Electric wire 3mm",Ministry of Defence Department of Military Affairs,24-01-2024 05:13:08,GEM BOT,rejected,
GEM_2024_B_4518960,"NVR 16 CHANNEL,5 PORT SWITCH,FIBER CABLE,IP CAMERA,PATCH CODE,VPC RACK,CAT 06 CABLE,MEDIA CONVERTER",Ministry of Defence Department of Military Affairs,24-01-2024 05:13:17,GEM BOT,rejected,
GEM_2024_B_4519048,"Vari-focal IR Dome Progressive CMOS,Vari-focal IR Dome- outddor type,NVR,Monitor,POE switch,Non POE",Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,23-01-2024 05:10:34,GEM BOT,rejected,
GEM_2024_B_4519088,Infra red outdoor 2 MP IP HD Lens Bullet Cameras HQIS Pro 3.6 MM lens High quality long life LEDs D,Ministry of Defence Department of Military Affairs,26-01-2024 06:01:06,GEM BOT,rejected,
GEM_2024_B_4519103,PROCUREMENT AND INSTALLATION OF UPS AND BATTERIES FOR CCTV SURVEILLANCE SYSTEM AT VARIOUS LOCATIONS,Ministry of Defence Department of Military Affairs,23-01-2024 05:05:55,GEM BOT,rejected,
GEM_2024_B_4519334,"WIRELESS ACCESS POINT,NETWORK POE SWITCH,STP LAN CABLING,NETWORK RACK 9U,ONLINE 1 KVA UPS,PATCH PAN",Education Department Gujarat,23-01-2024 05:04:56,GEM BOT,rejected,
GEM_2024_B_4519353,"cctv,surviliance,camera,cable,installation",Ministry of Finance Department of Revenue,23-01-2024 05:12:36,GEM BOT,rejected,
GEM_2024_B_4519377,"BUS BAR 200AMP,MAIN SWITCH TPN 100AMP,MCB TPN 63AMP,COMBINE BOARD SWITCH WITH SOCKET 15AMP,MCB BOX ",Skill Development and Technical Education Department. Odisha,23-01-2024 05:10:58,GEM BOT,rejected,
GEM_2024_B_4519384,"3 Phase Submersible Openwel Motor,Main Switch With Encloser L and T,4 Pole MCB,FRB Box Ex Proof,Thr",Ministry of Youth Affairs and Sports Department of Youth Affairs,23-01-2024 05:11:13,GEM BOT,rejected,
GEM_2024_B_4519405,Intrinsically safe Digital Camera,Ministry of Petroleum and Natural Gas INDIAN OIL CORPORATION LIMITED,24-01-2024 05:23:21,GEM BOT,rejected,
GEM_2024_B_4519428,Custom Bid for Services - Supply Installation Commissioning of CCTV Camera System with Complete Acc,Ministry of Defence Department of Military Affairs,23-01-2024 05:11:29,GEM BOT,rejected,
GEM_2024_B_4519551,Networking / Server Rack,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,23-01-2024 05:06:25,GEM BOT,rejected,
GEM_2024_B_4519602,"Armature Assy,Field Coil Assy,Solenoid Switch,Drive Pinion,Injector With Holder,Eng Mtg Pad,Piston ",Ministry of Defence Department of Military Affairs,23-01-2024 05:08:53,GEM BOT,rejected,
GEM_2024_B_4519731,"2 MP Bullet Camera,2 MP Dome Camera,6 U Standard Rack,8 port PoE Switch,8 Channel NVR,32 Channel NV",Ministry of Education Department of Higher Education,23-01-2024 05:10:17,GEM BOT,rejected,
GEM_2024_B_4519740,"Radio Commn Anti Jamming V9,Charging Cable,Switch,Battery AAA,Cell AA",Ministry of Defence Department of Military Affairs,24-01-2024 05:13:24,GEM BOT,rejected,
GEM_2024_B_4519753,"FUEL HOSE 175MM,FUEL HOSE 130MM,OIL PRESSURE SWITCH,OIL FILTER,PISTON RING SET,FUEL FILTER WITH T J",Ministry of Defence Department of Military Affairs,23-01-2024 05:09:17,GEM BOT,rejected,
GEM_2024_B_4519756,"Cordless phone Panasonic,Rechargeable LED bulb 12Watt,DC to AC converter switch board,Mini tool kit",Ministry of Defence Department of Military Affairs,23-01-2024 05:09:01,GEM BOT,rejected,
GEM_2024_B_4519798,"15 Wt. LED Bulb,Holder 6 Amp.,Bed Switch,1.50 mm Wire,25mm cable for cor coper,switch 16 amp.,6 amp",Urban Development Department Uttar Pradesh,23-01-2024 05:10:07,GEM BOT,rejected,
GEM_2024_B_4519823,"HYD PUMP SEAL KIT,HOUSING PLATE,BABY FILTER,SWITCH,CLAMP 35 MM,CLAMP 50 MM,FUEL PIPE,SEAL,COPPER WA",Ministry of Defence Department of Military Affairs,23-01-2024 05:09:34,GEM BOT,rejected,
GEM_2024_B_4519886,"4 Pole Connector,Diode,Internal Light,Door Lock,Stop Switch,Thimble Connector",Ministry of Defence Department of Military Affairs,23-01-2024 05:09:24,GEM BOT,rejected,
GEM_2024_B_4519904,"ROTORY SWITCH,FUEL CUT OFF SOLENOID 24V,DOOR LOCK RH,BOX ASSY STEERING GEAR,DAMPER ASSY,INTERMEDIAT",Ministry of Defence Department of Military Affairs,23-01-2024 05:09:57,GEM BOT,rejected,
GEM_2024_B_4519946,"DC CABLE SINGLE CORE,OIL PRESSURE SWITCH NEW,MAGNETIC PICKUP,PUSH BUTTON SWITCH 2 POSITION AMN CRAN",Ministry of Defence Department of Military Affairs,24-01-2024 05:13:38,GEM BOT,rejected,
GEM_2024_B_4519947,"Pinion Starter,Switch Push Button Position,Switch Toggle SPDT 10A 250V Type KT-103,Voltage Regulato",Ministry of Defence Department of Military Affairs,24-01-2024 05:13:46,GEM BOT,rejected,
GEM_2024_B_4519972,"16mm 4 core cable,Tube light 20W,LED bulb 9W,LED bulb 15W,Bed switch,1 SQ mm wire 90Mtr,Holder,Insu",Ministry of Defence Department of Military Affairs,24-01-2024 13:23:38,GEM BOT,rejected,
GEM_2024_B_4520001,"GRAPHIC CARD,PCI LAN CARD,LAN CARD MINI PCI,HP INK JET 319 CAMBO,TAFLON SLEEVE",Ministry of Defence Department of Military Affairs,23-01-2024 05:04:47,GEM BOT,rejected,
GEM_2024_B_4520010,"RADIATOR HEATER 11 FIN,RADIATOR HEATER 09 FIN,D-LINK SWITCH-24 PORTS,LED LIGHT,IP CAMERA,FOOT MAT,F",Ministry of Defence Department of Military Affairs,24-01-2024 05:14:19,GEM BOT,rejected,
GEM_2024_B_4520037,"2 MP NVR,2 MP IP IR BULLET CAMERA,2 TB SURVILANCE HDD,POWER SUPPLY 10 AMP,CAT 6 D LINK OUTDOOR CABL",Department of Panchayati Raj,23-01-2024 13:18:23,GEM BOT,rejected,
GEM_2024_B_4520054,"display boards,go pro camera,travelling bag for helicopter,atf sampling jar,demand pad folder",Ministry of Defence Department of Military Affairs,24-01-2024 13:29:04,GEM BOT,rejected,
GEM_2024_B_4520098,"IP CCTV CAMERA,CLAMP FOR PTZ CAMERA,LAPTOP BATTERY,MEIDASE TRAIL CAMERA P200,HYPERX MICROPHONE,WEB ",Ministry of Defence Department of Military Affairs,23-01-2024 13:17:54,GEM BOT,rejected,
GEM_2024_B_4520117,"Nitrogen Adopter,Hot Case,Tea Thurmos 1 ltr,Water Thurmos 10 Ltr,Electric Iron heavy,Carpet good qu",Ministry of Defence Department of Military Affairs,23-01-2024 13:18:42,GEM BOT,rejected,
GEM_2024_B_4520127,"SEALING KIT,OH KIT RECOIL BUFFER - 33 ITEMS,CONNECTION SUCTION,SWITCH OPEN TOGGLE SEALED DOUBLE POL",Ministry of Defence Department of Military Affairs,24-01-2024 05:14:00,GEM BOT,rejected,
GEM_2024_B_4520155,"NAS,16 Port Switch,UTP Cable Roll,RJ 45 Connector,CP Plus 16 Ch 8 MP NVR,CP Plus 2 MP IP Bullet Cam",Ministry of Defence Department of Military Affairs,23-01-2024 13:19:26,GEM BOT,rejected,
GEM_2024_B_4520164,"Master Node,Compute Nodes,Networking,System Provisioning,Software,Warranty",Ministry of Education Department of Higher Education,23-01-2024 13:17:45,GEM BOT,rejected,
GEM_2024_B_4520175,"Change over switch,Running Mat,Camp Chair Normal,Book Self,Inverter",Ministry of Defence Department of Military Affairs,24-01-2024 05:14:07,GEM BOT,rejected,
GEM_2024_B_4520236,"Optimux 16 Port FXO FXS 4E1 4ETH,8Port LAN Switch,Surveillance Hard Disk 2TB,Flexible Pipe 2inch,Fl",Ministry of Defence Department of Military Affairs,24-01-2024 05:06:39,GEM BOT,rejected,
GEM_2024_B_4520397,"Buzzer,Micro Switch,Welding Rod,Acrylic Board,Foam Mat,Square Pipe 1 inch,Square Pipe 2 inch,Clamps",Ministry of Defence Department of Military Affairs,24-01-2024 05:14:45,GEM BOT,rejected,
GEM_2024_B_4520434,"CCTV Camera,Camera Stand,Surveillance Hard disc,Camera Lens,Pole mount adaptor",Ministry of Defence Department of Military Affairs,23-01-2024 13:17:37,GEM BOT,rejected,
GEM_2024_B_4520516,"PTZ DOME CAMERA,FIXED CAMERA SYSTEM",Ministry of Mines Materials,23-01-2024 13:19:33,GEM BOT,rejected,
GEM_2024_B_4520530,Laying and Installation Charges for Cables (with or Without Conduit) Suitable for CCTV System (Acce,Ministry of Defence Department of Military Affairs,23-01-2024 13:18:14,GEM BOT,rejected,
GEM_2024_B_4520627,"Fiber Optic Joint Clouser,NETWORK RACK 9U,CAT6 Cable Tester,Rack Fan 230V AC 4 inchx4 inch,1 SIZE S",Ministry of Mines Materials,24-01-2024 05:11:43,GEM BOT,rejected,
