tender_id,name_of_work,customer,inserted_time,inserted_user_id
2024_DOP_791508_1,Providing EI Fans LAN UPS wiring and associated works at H O Durg under Durg Division CG 2nd Call,"Department of Posts||Maharashtra Circle,Dept. of Posts||CPMG,Maharashtra Circle,Mumbai,POST||EE ( Electrical),Postal Electrical Division,POST",26-01-2024 03:57:16,Centerl GOV BOT
2024_DOP_791547_1,Providing EI and Fans LAN UPS wiring and associated works at Dongergarh POs under Durg Division CG 2nd Call,"Department of Posts||Maharashtra Circle,Dept. of Posts||CPMG,Maharashtra Circle,Mumbai,POST||EE ( Electrical),Postal Electrical Division,POST",26-01-2024 03:56:28,Centerl GOV BOT
2024_DOP_791517_1,Providing EI and Fans LAN UPS wiring and associated works at CCMDG Bhilai P Os under Durg Division CG 2nd Call,"Department of Posts||Maharashtra Circle,Dept. of Posts||CPMG,Maharashtra Circle,Mumbai,POST||EE ( Electrical),Postal Electrical Division,POST",26-01-2024 03:56:48,Centerl GOV BOT
2024_ITPO_790496_1,"Annual Comprehensive Maintenance Contract of the existing CCTV Network system installed in Pragati Maidan, New Delhi.",India Trade Promotion Organisation||Corporate Head Quarters-New Delhi - ITPO,26-01-2024 03:44:43,Centerl GOV BOT
2024_DOP_791458_1,Wiring providing EI and fans wiring for UPS lan printer points CCTV wiring at proposed rearrangement of IBC section at Ground floor at APSO building Santakruz APSO Mumbai,"Department of Posts||Maharashtra Circle,Dept. of Posts||CPMG,Maharashtra Circle,Mumbai,POST||EE ( Electrical),Postal Electrical Division,POST",26-01-2024 03:44:04,Centerl GOV BOT
2024_DOP_791481_1,Wiring providing EI and fans UPS Lan printer WM wiring at proposed rearrangement of OFR IFR OFL sections at Ground floor at APSO building Santacruz APSO Mumbai 2nd call,"Department of Posts||Maharashtra Circle,Dept. of Posts||CPMG,Maharashtra Circle,Mumbai,POST||EE ( Electrical),Postal Electrical Division,POST",26-01-2024 03:57:45,Centerl GOV BOT
2024_MoRTH_791450_1,Notice for Quotation of Land Scaping and Gardening and Children Playing Equipments Item,Ministry of Road Transport and Highways||P6 Delhi - MoRTH||RO Mumbai - MoRTH||NH Division-Thane - MoRTH,26-01-2024 03:58:14,Centerl GOV BOT
2024_DEIT_742953_1,NMR BASED MAGNETIC FIELD CAMERA SYSTEM ACCESSORIES,Department of Electronics and Information Technology(DeitY)||Society for Applied Microwave Electronics Engineering and Research||HQ SAMEER - CMR (Mumbai),26-01-2024 04:00:08,Eprocure Epublish BOT
GEM_2024_B_4508237,Dashboard Camera,Ministry of Defence Department of Military Affairs,20-01-2024 05:17:04,GEM BOT
GEM_2023_B_4018495,"HW,HW Items,USB,LAN,Convertor",Ministry of Defence Department of Military Affairs,26-01-2024 05:10:21,GEM BOT
GEM_2024_B_4496590,"Computer,Server with all LAN,Scanner canoscan lide I20,Printers,Switch HP 24 Port,Time attenance sy",Ministry of Defence Department of Military Affairs,26-01-2024 05:10:29,GEM BOT
GEM_2024_B_4526758,"DRUM,BLADE,LOGIC CARD,RAM DDR III 4 GB,HARD DISK,MOTHER BOARD,KEYBOARD COMBO,LAN CABLE",Ministry of Defence Department of Military Affairs,26-01-2024 05:10:37,GEM BOT
2024_SIDC_885194_1,"Supply and Installation of IP Wi-Fi CCTV Camera System including with 05 years comprehensive maintenance work at IA. Surajpur (G.B. Nagar), IA. Sikandrabad, IA. Talanagri (Aligarh), IA. Salempur and IA. Etah.",UP STATE INDUSTRIAL DEVELOPMENT CORPORATION||GHAZIABAD,26-01-2024 05:10:33,Etenders UP NIC BOT
2024_SIDC_885291_1,"Supply and Installation of IP/Wi-Fi CCTV Camera System including with 05 years comprehensive maintenance work at IA. TDS. City, Ghaziabad/IIDC Baghpat and SEZ Moradabad.",UP STATE INDUSTRIAL DEVELOPMENT CORPORATION||GHAZIABAD,26-01-2024 05:10:08,Etenders UP NIC BOT
2024_SIDC_885245_1,"Supply and Installation of IP/Wi-Fi CCTV Camera System including annual service charge and 05 years AMC work at Industrial Area M.G. Road (Hapur), Pilkhani (Saharanpur) and Begrajpur (Muzaffarnagar).",UP STATE INDUSTRIAL DEVELOPMENT CORPORATION||GHAZIABAD,26-01-2024 05:13:02,Etenders UP NIC BOT
2024_SIDC_885314_1,"Supply and Installation of CCTV and Annual service charge with 05 yrs AMC at IA. Mathura Site-A and B, Kosi Kotwan I and II, Kosi Kalan (Mathura), Firozabad Bhogaon, Mainpuri, Foundary Nagar Agra, Sikandra Site A,B, C and EPIP Agra.",UP STATE INDUSTRIAL DEVELOPMENT CORPORATION||GHAZIABAD,26-01-2024 05:12:02,Etenders UP NIC BOT
GEM_2024_B_4497516,Procurement and installation of Solar powered back-up power supply for CCTV surveillance system,Ministry of Defence Department of Military Affairs,26-01-2024 05:13:08,GEM BOT
GEM_2024_B_4521696,"AMC of Integrated Security and Surveillance System - Theft Prevention; Comprehensive; Software, Har",Ministry of Defence Department of Military Affairs,26-01-2024 05:13:14,GEM BOT
GEM_2024_B_4529127,AMC of Integrated Security and Surveillance System - Health Monitoring Solution for CCTV System; No,Ministry of Defence Department of Defence Research & Development,26-01-2024 05:13:21,GEM BOT
GEM_2024_B_4422539,Cluster Outsourcing for Maintenance of Landline and Broadband network – OFC Network - LAN NETWORK,Ministry of Railways Indian Railways,26-01-2024 05:13:01,GEM BOT
2024_DOLBU_884917_3,Installation work of CCTV cameras from bus stand to Yoga Sadhana Center and from Superintendent of Police office to Akil Tiraha.,Directorate of Local Bodies UP||Nagar Palika Parishad Hamirpur Hamirpur,26-01-2024 05:11:34,Etenders UP NIC BOT
GEM_2024_B_4527190,"Universal on bd Diagnostic,Ultra Sonic Cleaner,Networking cable tester,HVAC Leakage Detector,Fuel C",Ministry of Defence Department of Military Affairs,26-01-2024 05:15:22,GEM BOT
GEM_2024_B_4533554,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Home Department Maharashtra,26-01-2024 05:14:27,GEM BOT
GEM_2024_B_4443779,"4 MP Solar Security Camera with 48 Hrs Battary Backup and 256 GB Memory,Portable Surveillance Displ",Ministry of Defence Department of Military Affairs,26-01-2024 05:13:59,GEM BOT
GEM_2024_B_4523713,"CCTV,NVR,POE,CABLE,TV,HDD (SITC OF SMALL CCTV SURVEILLANCE SYSTEM)",Panchayats and Rural Housing Department Gujarat,26-01-2024 05:13:52,GEM BOT
GEM_2024_B_4528416,"CCTV,NVR,POE,CABLE,TV,HDD (SITC OF SMALL CCTV SURVEILLANCE SYSTEM)",Panchayats and Rural Housing Department Gujarat,26-01-2024 05:13:44,GEM BOT
GEM_2024_B_4528536,"CCTV,NVR,POE,CABLE,TV,HDD (SITC OF SMALL CCTV SURVEILLANCE SYSTEM)",Panchayats and Rural Housing Department Gujarat,26-01-2024 05:13:36,GEM BOT
GEM_2024_B_4489279,"Supply of 04 Bay NAS,Supply of 16 TB surveillance hard disk,Supply of 6 U rack,Installation Testing",Ministry of Defence Department of Military Affairs,26-01-2024 05:14:07,GEM BOT
GEM_2024_B_4501709,Aerial Surveillance Security System,Ministry of Defence Department of Military Affairs,26-01-2024 05:14:13,GEM BOT
GEM_2024_B_4529077,"AMC of Integrated Security and Surveillance System - undefined; Comprehensive; Hardware, Software, ",Medical Education Department Uttar Pradesh,26-01-2024 05:14:34,GEM BOT
GEM_2024_B_4477787,Custom Bid for Services - AMC FOR CCTV CAMERA Surveillance System,Urban Development & Housing Department Bihar,26-01-2024 05:14:43,GEM BOT
GEM_2024_B_4528948,AMC of Integrated Security and Surveillance System - Honeywell Access Control System; Comprehensive,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,26-01-2024 05:14:20,GEM BOT
GEM_2024_B_4532465,AMC of Integrated Security and Surveillance System - INTERNAL CCTV CAMC OF GRSE BHAVAN MAIN 61P OLD,Ministry of Defence Department of Defence Production,26-01-2024 05:14:52,GEM BOT
GEM_2023_B_4312041,Custom Bid for Services - Outsourcing of Aerodynamic Activities of Futuristic UAV,Ministry of Defence Department of Defence Research & Development,26-01-2024 05:15:07,GEM BOT
GEM_2023_B_4364656,Custom Bid for Services - Design Package for Aeromechanical Systems of UAV,Ministry of Defence Department of Defence Research & Development,26-01-2024 05:15:15,GEM BOT
GEM_2024_B_4529390,"DESKTOP COMPUTER,WIFI-ROUTERS,ONLINE UPS,NETWORK CABLE,COMPUTER MIC,NAS,LED SCREEN,NETWORK SWITCH",Higher Education Department Haryana,26-01-2024 05:15:54,GEM BOT
GEM_2024_B_4530119,"Camera,Networking Cable Cat 6 With Connector,Hard Disk,NVR,POE,4G Router",Panchayati Raj Department Uttar Pradesh,26-01-2024 05:16:05,GEM BOT
GEM_2024_B_4530739,"Professional Training Services Version2 Networking and Security,Professional Training Services Vers",Ministry of Defence Department of Military Affairs,26-01-2024 05:16:20,GEM BOT
GEM_2024_B_4515512,Certified Network Associate and Cyber Security Book,Ministry of Defence Department of Military Affairs,26-01-2024 05:16:26,GEM BOT
GEM_2024_B_4435231,"Network Video Recorder,Network Video Recorder,Network Video Recorder,Bullet IP Camera,Dome IP Camer",Ministry of Electronics and Information Technology Department of Electronics and Information Technology,26-01-2024 05:16:50,GEM BOT
GEM_2024_B_4525053,Digital Conference Network System,Higher Education Department Jammu and Kashmir,26-01-2024 05:16:57,GEM BOT
GEM_2024_B_4514685,"Network Attached Storage (NAS) Device,Hard disk drives",Ministry of Power NA,26-01-2024 05:17:52,GEM BOT
GEM_2024_B_4536846,"NETWORK ATTACHED STORAGE,POWER CABLE FOR NAS,UTP CABLE FOR NAS,EPSON COLOR PRINTER A4 SIZE,POWER CA",Ministry of Defence Department of Defence,26-01-2024 05:18:07,GEM BOT
GEM_2023_B_4267979,"UTP CABLE CAT 6 FOR NETWORKING,16 PORT GIGA SWITCH,8 PORT GIGA SWITCH,5 PORT GIGA SWITCH,RJ 45 CONN",Ministry of Defence Department of Military Affairs,26-01-2024 05:18:15,GEM BOT
GEM_2024_B_4469740,Facility Management Services - Lump Sum Based - University; IT service NETWORK BASED; Consumables t,Ministry of Education Department of Higher Education,26-01-2024 05:18:22,GEM BOT
GEM_2024_B_4529434,Managed POE Network L2 Switches,Training and Technical Education Department Delhi,26-01-2024 05:18:34,GEM BOT
GEM_2024_B_4494832,"Hiring of Professionals for Cloud, Network and Security - 03 Numbers Skilled Manpower for Data Cent",Ministry of Mines NA,26-01-2024 05:18:55,GEM BOT
GEM_2024_B_4532652,"RADAR SPEED MONTIORING WITH CAMERA,CCTV NETWORK SYSTEM",Ministry of Petroleum and Natural Gas INDIAN OIL CORPORATION LIMITED,26-01-2024 05:19:16,GEM BOT
GEM_2024_B_4526011,"FOG LIGHT ASSY 24V,REVERSE LIGHT SWITCH,CLUTCH DISC,DUAL BRAKE VALVE ASSY,SLEEVE CYL ASSY,SHOCK ABS",Ministry of Defence Department of Military Affairs,26-01-2024 05:20:22,GEM BOT
GEM_2024_B_4489583,"P oblique T switch 5 oblique 6 Amp 1 way Make Bentec oblique Anchor oblliqe Havells,P oblique T swi",Ministry of Defence Department of Military Affairs,26-01-2024 05:20:32,GEM BOT
GEM_2023_B_4411882,"Layer 3 Switch 48 port Managable Optical Modular,Layer 2 Switch 24 Port Managble,UPS 1 KVA with inb",Ministry of Defence Department of Military Affairs,26-01-2024 05:21:29,GEM BOT
GEM_2024_B_4527733,"NAS device 8 TB HDD with protective case,Cat 6 cable,OFC,8 port switch,RJ 45 connector 100 piece,OT",Ministry of Defence Department of Military Affairs,26-01-2024 05:22:02,GEM BOT
2024_PWD_13733_1,Replacement of old 80 mm dia AC Distribution network with 100 mm dia DI pipeline behind Felicinta complex and surrounding near Bolshe Circle Gogal under Fatorda Constituency,PUBLIC WORKS DEPARTMENT||CIRCLE - VIII- Fatorda- Margao||DIVISION - IX- Margao,26-01-2024 05:24:16,GoaTenders GOV NICGEP BOT
2024_CEUVZ_885575_1,Construction of Rajaswa gram Rajmilan me Danua se Mainahawa link road. (5 Years Anurakshan sahit),"Chief Engineer PWD Varanasi Zone||S.E. Sonebhadra Circle,PWD, Sonebhadra||Contruction Division,PWD ,Sonebhadra",26-01-2024 05:24:45,Etenders UP NIC BOT
GEM_2024_B_4530948,"BLADE ASSY WIPER,REPAIR KIT FOR SLAVE CYLINDER,ASSY WIPER BLADE 533 MM LONG,BATTERY CUT OFF SWITCH,",Ministry of Defence Department of Military Affairs,26-01-2024 05:24:58,GEM BOT
GEM_2024_B_4528648,"Change Over Switch 100 Amp,Impact Socket Set 22mm 24mm 30mm 34mm 36mm 38mm 40mm 50mm 55mm,Welding R",Ministry of Defence Department of Military Affairs,26-01-2024 05:23:22,GEM BOT
GEM_2024_B_4530132,"5 Mp Camera,8 Port DVR,1 TB HDD,Poe Switch 8 Port,Outdoor Cable,Junction Box and other Peripherals,",Ministry of Defence Department of Defence,26-01-2024 05:23:42,GEM BOT
GEM_2024_B_4433247,Custom Bid for Services - Repair overhauling of switchboard and associated accessories,Ministry of Defence Department of Military Affairs,26-01-2024 05:27:17,GEM BOT
GEM_2024_B_4531066,"AXUAL ROLLER BRG,KNUCKLE BRG UPPER,ARMATURE ASSY,BUSH SET,COMBINATION SWITCH,HOSE PUMP TO STRG BOX,",Ministry of Defence Department of Military Affairs,26-01-2024 05:25:31,GEM BOT
GEM_2024_B_4531121,"Bajaj Exhaust Fan,White cement,Elbow,Nails,Extension 6 Amp,Extension 16 Amp,Switch board 5 switch 6",Ministry of Defence Department of Military Affairs,26-01-2024 05:25:49,GEM BOT
GEM_2024_B_4531082,"CROSS ASSY,BRAKE SHOE,FIELD COIL,SWITCH ASSY,STARTER KIT PINION,RUBBER MOULD WINDOW,S A OF PIPE BRA",Ministry of Defence Department of Military Affairs,26-01-2024 05:25:57,GEM BOT
GEM_2024_B_4530814,"2Mp Ip Dome 30Mtr Ir,2Mp Ip Bullet 30Mtr Ir,16Ch NVR,Surviellance HDD 2TB,8Port Desktop switch,Poe ",Tribal Welfare and Scheduled Caste (SC) Department Madhya Pradesh,26-01-2024 05:25:21,GEM BOT
GEM_2024_B_4531219,"NVR 16 Channel 4 SATA Port,PoE Switch 8 Port,PoE Switch 5 Port,Power cable 2 Core 6mm,U Clip 8mm,U ",Ministry of Defence Department of Military Affairs,26-01-2024 05:26:20,GEM BOT
GEM_2024_B_4536765,"CPU i5 10th gen,UPS 1 kVA,MFD,Switch 16 port,Switch 08 port,UTP Cable,RJ-45 Connector,VPS",Ministry of Defence Department of Military Affairs,26-01-2024 05:26:45,GEM BOT
GEM_2024_B_4535650,Layer 3 - Access Switch,Ministry of Defence Department of Defence Research & Development,26-01-2024 05:26:13,GEM BOT
GEM_2024_B_4533802,"MAP READING LIGHT,FRONT DIRECTION LIGHT VEHICULAR,FOG LIGHT 12V,CHANGE OVER SWITCH,FUEL CUT OFF SOL",Ministry of Defence Department of Military Affairs,26-01-2024 05:29:39,GEM BOT
GEM_2024_B_4534147,"FIELD COIL,OIL FILTER,BUSH SET,FUEL PIPE,AIR FILTER,SOLONOID SWITCH",Ministry of Defence Department of Military Affairs,26-01-2024 05:31:07,GEM BOT
GEM_2024_B_4534085,"MAJOR REPAIR KIT AIR COMPRESSOR,RADIATOR ASSY,SOLENOID SWITCH,ASSY DRIVE SHAFT,BEARING TAPPER ROLLE",Ministry of Defence Department of Military Affairs,26-01-2024 05:30:30,GEM BOT
2024_HPIPH_84520_1,Repair and Maintenance of LWSS Sauri in Tehsil Baddi District Solan (HP) (SH Provision of storage tank at 50000 litre capacity at village Brahman Basti Sai) (D.C. Deposit).,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nalagarh,Irrigation and Public Health,HP",26-01-2024 05:30:47,HPtenders GOV NICGEP BOT
GEM_2024_B_4531143,"Element Filter SSL,Air Filter SSL,Filter oil engine SSL,Switch relay magnetic SSL,Pump primer hand ",Ministry of Defence Department of Military Affairs,26-01-2024 05:29:14,GEM BOT
GEM_2024_B_4533784,"OPC DRUM KONICA MFD,LOGIC CARD HP PRINTER,SWITCH 8 PORT,FUSER DRIVE GEAR HP PRINTER,OPC DRUM SHARP ",Ministry of Defence Department of Military Affairs,26-01-2024 05:29:48,GEM BOT
GEM_2024_B_4533770,"26253300 Intermediate Bush,366617 Ignition Switch,DSLA142P1797 Nozzle,317853 Swivel Elbow,435120 Ru",Ministry of Defence Department of Defence,26-01-2024 05:30:23,GEM BOT
GEM_2024_B_4533855,"PVC Paneling for side Wall,6mm 16mm socket with switch board,5Amp switch board with box,Insulation ",Ministry of Defence Department of Military Affairs,26-01-2024 05:30:39,GEM BOT
GEM_2024_B_4534195,"CCTV Cameras,NVR,POE Switch,Cable,Rack,Extension Board,POE Rack,Camera Box,RJ-45 Connector,HDMI Cab",Police Department Haryana,26-01-2024 05:30:59,GEM BOT
GEM_2024_B_4534379,"LED tv 55 inch,Wall mount stand,Power switch,Wire,Power socket",Ministry of Defence Department of Military Affairs,26-01-2024 05:31:14,GEM BOT
GEM_2024_B_4535991,"Multiple Drawers For Small Parts Storage,D Link Switch Port,Cutting Plier,Screw Dvr 400 MM,Welding ",Ministry of Defence Department of Military Affairs,26-01-2024 05:32:03,GEM BOT
GEM_2024_B_4536535,"Speedometer Cable,Fixing Bracket Assy,Combination Switch,Bty Cutt Off Switch,Release Lever Kit,Fiel",Ministry of Defence Department of Military Affairs,26-01-2024 05:32:23,GEM BOT
GEM_2024_B_4525247,"Router,Router,Layer 2 Access Switch (V2),Small Form - Factor Pluggable Transceiver,Small Form - Fac",Ministry of Electronics and Information Technology Department of Electronics and Information Technology,26-01-2024 05:31:54,GEM BOT
GEM_2024_B_4535600,"5 MP HIKVISION 32 CH 4 sata NVR,2 MP IP Varifocal Camera,HDD 4 TB WD,POE Switch 4 Channel,Installat",Department of Panchayati Raj,26-01-2024 05:32:13,GEM BOT
GEM_2024_B_4513700,"Bullet Camera,PTZ Camera,NVR,PoE Switch,Switch,Outdoor Box,Media Converter,Hard Disk,Fibre,cable,LE",Ministry of Defence Department of Military Affairs,26-01-2024 05:34:18,GEM BOT
GEM_2024_B_4464323,"Design and Supply of 415 V, 3 Phase, LT Switchgear as per Drawing of P and D unit, New Delhi,Design",Ministry of Information and Broadcasting Ministry of Information and Broadcasting,26-01-2024 05:36:50,GEM BOT
GEM_2024_B_4527311,Custom Bid for Services - HOUSEKEEPING CONTRACT FOR 3 LOCATIONS ie MEHRAULI SWITCHGEAR STORE TRS OK,Delhi Transco Limited (DTL),26-01-2024 05:36:58,GEM BOT
GEM_2023_B_4396148,"250W Xenon ARC Lamp,HV Ignitor 220V,HV Ignitor,Rear Gasket,Push to On Switch,250W Xenon ARC Lamp,La",Ministry of Defence Department of Defence,26-01-2024 05:37:06,GEM BOT
GEM_2024_B_4524867,Video Recorder for CCTV System (V2),Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,26-01-2024 05:40:33,GEM BOT
GEM_2024_B_4524826,"2U cabinet rack wall mount one shelf for CCTV DVR cum NVR,Graphic drawing pen tablet 10 x6 inch wit",Ministry of Defence Department of Military Affairs,26-01-2024 05:40:41,GEM BOT
GEM_2024_B_4533575,Layer 3 - Access Switch,Ministry of Earth Sciences India Meteorological Department (IMD),26-01-2024 05:38:47,GEM BOT
GEM_2023_B_4287042,Layer 3 - Access Switch,Ministry of Defence Department of Military Affairs,26-01-2024 05:40:00,GEM BOT
2024_CEALG_885543_1,Re Construction work on Etah Nidhauli Kalan road to Javaharpur Arthara road in financial year 2023-24,Chief Engineer Aligarh Zone PWD Aligarh||Superintending Engineer Aligarh Circle PWD Aligarh||Provincial Division PWD Etah,26-01-2024 05:31:34,Etenders UP NIC BOT
2024_CEJNS_884464_18,Renewal work along with general repair of Inguwa ka Majra Chandelan Purwa Link Road in Km-1(450),Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||PROVINCIAL DIVISION PWD BANDA,26-01-2024 05:41:52,Etenders UP NIC BOT
GEM_2024_B_4514247,"CCTV CAMERA,NVR,POE,LED TV,CABLE,CABLE,FIBRE,HDD,RACK,COMPUTER,LAMINATION MACHINE,COMPUTER PRINTER",Panchayats and Rural Housing Department Gujarat,26-01-2024 05:41:00,GEM BOT
GEM_2024_B_4526516,Custom Bid for Services - CCTV CAMERA    LED LIGHT     AND    HIGH MAST POLE,Rural Development Department Uttar Pradesh,26-01-2024 05:41:08,GEM BOT
GEM_2024_B_4526125,"CCTV Camera Normal,SMPS,DVR 16 Port,Hard Disk Drive 1TB,Video Ballon,UTP Cable CAT 6,Media Converte",Ministry of Defence Department of Military Affairs,26-01-2024 05:40:49,GEM BOT
GEM_2024_B_4509197,Supply and Installation of Pole / Mast Suitable for CCTV System (Accessories),Urban Development and Environment Department,26-01-2024 05:41:25,GEM BOT
GEM_2024_B_4522597,"Schedule 1 Rental with Installation of 96 CCTV Camera Systems with Comprehensive Solutions 7 Days,S",Revenue Department Gujarat,26-01-2024 05:41:47,GEM BOT
GEM_2024_B_4530032,Custom Bid for Services - AMC of CCTV Cameras at FSD Ujjain and Ratlam,Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,26-01-2024 05:41:54,GEM BOT
GEM_2024_B_4518087,"CCTV Camera Per Peice Per Day for one day,CCTV Camera Per Peice Per Day for two to seven days,CCTV ",Election Department Uttar Pradesh,26-01-2024 05:42:11,GEM BOT
GEM_2024_B_4530598,UPGRADATION OF EXISTING CCTV SYSTEM AND LAYING OF OFC CABLE,Ministry of Defence Department of Military Affairs,26-01-2024 05:42:02,GEM BOT
GEM_2024_B_4526016,Custom Bid for Services - Supply and Installation of CCTV system over Boundary wall and 90 days vid,Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,26-01-2024 05:42:21,GEM BOT
2024_CEJNS_885520_3,Construction of Surikalan to Kuwangaun link road,Chief Engineer Jhansi Zone PWD Jhansi UP||JHANSI CIRLCE PWD JHANSI,26-01-2024 05:42:40,Etenders UP NIC BOT
2024_PWD_84476_7,Annual Maintenance Plan for the year 2024-2025 (Village Roads) on SNB at Ghawandal to Jangal Gatewal Sarani km 1/000 to 4/000 (VR -0120) (SH- Providing and laying 25 mm thick mix seal surfacing Type-A),PWD,26-01-2024 05:43:24,HPtenders GOV NICGEP BOT
2024_CEGKP_884356_46,-Renewal of Bhaghadeeha Bhitakalan to Mahuware Road,Chief Engineer Gorakhpur Zone PWD Gorakhpur UP||SE BASTI CIRCLE PWD BASTI||EE CONSTRUCTION DIVISION PWD BASTI,26-01-2024 05:43:25,Etenders UP NIC BOT
2024_PWD_84476_1,Annual Maintenance Plan for the year 2024-2025 (Major District Roads) on Naina Devi Kaula Da Toba Road km 2/000 to 4/000 and 8/000 to 9/230 (SH- Providing and laying 25 mm thick mix seal surfacing Type-A) (MDR-032),PWD,26-01-2024 05:43:42,HPtenders GOV NICGEP BOT
GEM_2024_B_4528576,"C77005400008 Bullet CCTV IP camera,100000000001 16 Channel NVR,100000000002 6 TB Surveillance Hard ",Ministry of Defence Department of Defence Production,26-01-2024 05:42:38,GEM BOT
GEM_2024_B_4534044,IP BASED CCTV SYSTEM,Ministry of Defence Department of Military Affairs,26-01-2024 05:42:52,GEM BOT
GEM_2024_B_4531731,Shifting and repairing testing and commissioning charges for CCTV camera and existing accessories,Ministry of Defence Department of Military Affairs,26-01-2024 05:42:58,GEM BOT
GEM_2024_B_4531241,"Laptop,CCTV Camera,Amplifier,Monitor,Storage Device",Department of Panchayati Raj,26-01-2024 05:43:05,GEM BOT
GEM_2024_B_4532970,"Solar Water Heater TUBES,Water Purifier,CCTV,RO Plant,solar water heater tubes stand",Rural Development and Panchayat Raj Department Karnataka,26-01-2024 05:43:25,GEM BOT
GEM_2024_B_4532882,COMPLETE CCTV SYSTEM,Ministry of Defence Department of Military Affairs,26-01-2024 05:43:33,GEM BOT
GEM_2024_B_4529069,"CCTV,NVR,POE,TV,CABLE,CABLE,HDD,RACK,LAYING",Panchayats and Rural Housing Department Gujarat,26-01-2024 05:43:48,GEM BOT
2024_HRY_347889_1,Construction of Bus Q-Shelter at Village Dhani Gujran Block Jhojhu Kalan Distt. Ch. Dadri.,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Charkhi Dadri||SDO PR Jhojhu Kalan,26-01-2024 05:45:05,HRYtenders GOV NICGEP BOT
GEM_2024_B_4529710,Dashboard Camera,Ministry of Defence Department of Military Affairs,26-01-2024 05:49:20,GEM BOT
2024_PWD_84476_5,Annual Maintenance Plan for the year 2024-2025 (Village Roads) on (i) Deoth Dabber Road km 3/000 to 5/000 ( VR-0094) (ii) Rajpura to Chilla Road km 0/000 to 2/000 (VR -0065) (SH- Providing and laying 25 mm thick mix seal surfacing Type-A),PWD,26-01-2024 05:44:16,HPtenders GOV NICGEP BOT
2024_PWD_84476_4,Annual Maintenance Plan for the year 2024-2025 (Major District Roads) on Swarghat Naina Devi Ji Bhakra Road km 1/000 to 3/000(SH- Providing and laying 25 mm thick mix seal surfacing Type-A) (MDR-031),PWD,26-01-2024 05:44:50,HPtenders GOV NICGEP BOT
2024_PVVNV_885139_1,for Electrical work Business Plan 2024-25,Purvanchal Vidyut Vitran Nigam Limited Varanasi,26-01-2024 05:45:36,Etenders UP NIC BOT
GEM_2024_B_4512137,"CCTV CAMERA STRONG ROOM AND COUNTING ROOM,CCTV CAMERA 178 DHARAMPUR,CCTV CAMERA 179 VALSAD,CCTV CAM",Revenue Department Gujarat,26-01-2024 05:44:52,GEM BOT
GEM_2024_B_4527817,"SITC of CCTV System Bankura MCH,SITC of CCTV System Burdwan MCH,SITC of CCTV System North Bengal MC",Health and Family Welfare Department West Bengal,26-01-2024 05:45:01,GEM BOT
GEM_2024_B_4530883,Custom Bid for Services - Annual Maintenance Contract Comprehensive of existing CCTV System with st,Ministry of Defence Department of Defence,26-01-2024 05:45:27,GEM BOT
GEM_2024_B_4527188,Camera for CCTV System,Ministry of Health and Family Welfare Department of Health and Family Welfare,26-01-2024 05:45:33,GEM BOT
GEM_2024_B_4530010,"Camera,Instrument,Instrument,CCTV,CCTV,Instrument,Computer,Computer,Computer,Computer,Computer,Inst",School Education Department Tamil Nadu,26-01-2024 05:45:19,GEM BOT
GEM_2024_B_4531561,Installation of CCTV Camera in VFJ Estate Sector-I&Sector-II (Scope of work mentioned in Annexure-A,Ministry of Defence Department of Defence Production,26-01-2024 05:45:49,GEM BOT
GEM_2024_B_4530577,Drone as a Service - As per the uploaded detailed document with the bid (SOW),Ministry of Coal Materials Management,26-01-2024 05:47:54,GEM BOT
GEM_2024_B_4524074,"Camera for CCTV System,Camera for CCTV System,Video Recorder for CCTV System (V2),Port Fast Etherne",Tribal Welfare and Scheduled Caste (SC) Department Madhya Pradesh,26-01-2024 05:46:04,GEM BOT
GEM_2024_B_4509191,"CCTV System for MR Nagar,I and C for CCTV in MR Nagar,CCTV System for KV,I and C for CCTV in KV,CCT",Ministry of Petroleum and Natural Gas INDIAN OIL CORPORATION LIMITED,26-01-2024 05:46:20,GEM BOT
GEM_2023_B_4407135,"CCTV Camera (16-Channel, 7 Camera (2MP) , 2TB HDD)",Ministry of Education Department of Higher Education,26-01-2024 05:46:26,GEM BOT
GEM_2024_B_4488475,Custom Bid for Services - Drone and FOD Detection Using Artificial Intelligence,Ministry of Defence Department of Defence Research & Development,26-01-2024 05:48:01,GEM BOT
GEM_2024_B_4532768,"Differential GPS,Drone for aerial survey drone as per description of spec,Drone for aerial surveydr",Ministry of Defence Department of Defence,26-01-2024 05:48:15,GEM BOT
2024_HRY_347913_1,Construction of Nala from h/o Santram to Firni at Village Bijna Block Jhojhu Kalan Distt. Ch. Dadri (ZP),Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Charkhi Dadri||SDO PR Jhojhu Kalan,26-01-2024 05:48:48,HRYtenders GOV NICGEP BOT
