,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
261,2024_RDPR_265776_19,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,Vijaypur,Constt of lane and repairing of drain with tile work from main road to h/o Lt. Janak Raj w.no. 5 Pyt Vijaypur Block Vijaypur under scheme DDC capex Budget for the year 2024-25,2024-11-25 18:00,2024-12-03 18:00,3480,,174000,02-12-2024 19:46:20,J&KTenders GOV NICGEP BOT
262,2024_RDPR_265702_37,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Const of Lane from h/o Anil Kumar to onwards at sunderpur Pyt Gondla Block RS Pura Under capex (PRI) for the Financial year 2024-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,2720,,136000,02-12-2024 19:46:44,J&KTenders GOV NICGEP BOT
263,2024_RDPR_265827_11,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Balance work of Constt. of Lane drain from house of Surjeet Singh and allied links at village Kothey Gandli Panchayat Gandli Block RS Pura Under capex (PRI) for the Financial year 2024-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,3920,,196000,02-12-2024 19:47:02,J&KTenders GOV NICGEP BOT
264,2024_RDPR_265702_34,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Constt. Of lane from house of Rakesh khujaria to Peer Baba at ward no 07 Panchayat Gagian Block RS Pura Under capex (PRI) for the financial years 24-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,1940,,97000,02-12-2024 19:47:20,J&KTenders GOV NICGEP BOT
265,2024_RDPR_265827_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Construction of lane/drain from main road to onwards at ward No. 2 Village Bega Panchayat Baspur Block RS Pura Under capex (DDC) for the Financial year 2024-25. . (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,5800,,290000,02-12-2024 19:47:39,J&KTenders GOV NICGEP BOT
266,2024_RDPR_265788_26,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Jammu,Constt. of lane Drain from House of Ashwani Kumar to janak Raj at ward no 04 Panchayat Chak Agra Block RS Pura under Under capex (PRI) for the Financial year 2024-25. .(Block Level 2nd Call),2024-11-25 18:00,2024-12-04 18:00,1360,,68000,02-12-2024 19:47:58,J&KTenders GOV NICGEP BOT
267,2024_RDPR_265702_10,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,"Constt. Of lane drain near house of Tarsem Lal, Ashok Kumar at Chak Bala Panchayat Chak Bala Block RS Pura Under PRI For the FY 2024-25. . (Block Level 2nd Call).",2024-11-25 18:00,2024-12-03 18:00,4900,,245000,02-12-2024 19:48:17,J&KTenders GOV NICGEP BOT
268,2024_RDPR_265862_2,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Anantnag,ANANTNAG,C/O DEV OF LANE AT SHEIK MOHALLA SEMTHAN BLOCK BIJBEHARA Block Bijbehara,2024-11-25 18:00,2024-12-03 18:00,3900,,195000,02-12-2024 19:48:35,J&KTenders GOV NICGEP BOT
269,2024_RDPR_265824_13,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,JAMMU,Const. of lane at mohalla Ramadhan and ram pal nandwal and baba Santo house of permanand and from main road nandwal to moh puran chand dev sthan pyt GHAINK scheme PRI (capex) year 2024-25. (2nd Call) (Block Level),2024-11-25 18:00,2024-12-03 18:00,4860,,243000,02-12-2024 19:48:54,J&KTenders GOV NICGEP BOT
270,2024_RDPR_265860_4,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,CONST OF LANE FROM MAIN RAOD TO GULSHAN KUMAR HOUSE AND OTHER ALLIED WORK AT BURJ KHADE W.NO3. PYT JASWAN BLOCK MARH 2024-25 PRI (2nd Call) (2nd Call) (Block Level),2024-11-25 18:00,2024-12-03 18:00,3940,,197000,02-12-2024 19:49:13,J&KTenders GOV NICGEP BOT
271,2024_RDPR_265824_2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,JAMMU,construction of Tile work of Lane Sukhi nehar to Mohalla Basakhi Ram w no 4 pyt Baran block bhalwal under PRI capex 2024-25. (2nd Call) (Block Level),2024-11-25 18:00,2024-12-03 18:00,5820,,291000,02-12-2024 19:49:31,J&KTenders GOV NICGEP BOT
272,2024_RDPR_265702_38,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Const of Lane Drain from Jarnail singh to onwards at Agwan Pyt Gondla Block RS Pura Under capex (PRI) for the Financial year 2024-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,2920,,146000,02-12-2024 19:49:50,J&KTenders GOV NICGEP BOT
273,2024_RDPR_265702_35,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Constt. of lane drain near house house of Vijay Kumari to onwards at Panchayat Gagian Block RS Pura Under capex(PRI) for the financial years 24-25(Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,3900,,195000,02-12-2024 19:50:17,J&KTenders GOV NICGEP BOT
274,2024_RDPR_265824_11,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,JAMMU,CONST OF LANE FROM GARA RAM TO KRISHAN LAL HOUSE W NO. 9 PYT KERAN BLOCK BHALWAL SCHEME PRI(CAPEX). (2nd Call) (Block Level),2024-11-25 18:00,2024-12-03 18:00,2000,,100000,02-12-2024 19:50:39,J&KTenders GOV NICGEP BOT
275,2024_RDPR_265827_10,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Constt. of lane drain from house of pritam Singh to Govt. Middle School at Village kool Kothey Panchayat Gandli Block RS Pura Under capex (PRI) for the Financial year 2024-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,5520,,276000,02-12-2024 19:50:57,J&KTenders GOV NICGEP BOT
276,2024_RDPR_265862_7,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Anantnag,ANANTNAG,C/O LANE NHO YOUNIS MALLA AT DARPORA TO ONWARDS WARD 1 ARWANI A BLOCK BIJBEHARA Block Bijbehara,2024-11-25 18:00,2024-12-03 18:00,2360,,118000,02-12-2024 19:51:16,J&KTenders GOV NICGEP BOT
277,2024_RDPR_265702_34,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Constt. Of lane from house of Rakesh khujaria to Peer Baba at ward no 07 Panchayat Gagian Block RS Pura Under capex (PRI) for the financial years 24-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,1940,,97000,02-12-2024 19:51:34,J&KTenders GOV NICGEP BOT
278,2024_RDPR_265824_11,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,JAMMU,CONST OF LANE FROM GARA RAM TO KRISHAN LAL HOUSE W NO. 9 PYT KERAN BLOCK BHALWAL SCHEME PRI(CAPEX). (2nd Call) (Block Level),2024-11-25 18:00,2024-12-03 18:00,2000,,100000,02-12-2024 19:51:52,J&KTenders GOV NICGEP BOT
279,2024_RDPR_265788_22,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Jammu,Constt of Lane Drain from house of Fateh Chand to house of Ashwani Kumar at vill Banota at Pyt Rangpur Sidrey Block RS Pura Under capex (DDC) for the Financial year 2024-25. .(Block Level 2nd Call),2024-11-25 18:00,2024-12-04 18:00,3880,,194000,02-12-2024 19:52:11,J&KTenders GOV NICGEP BOT
280,2024_RDPR_265862_9,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Anantnag,ANANTNAG,C/O TILE LANE FHO IMTIYAZ AH DAR TO GH MOHD ONWARDS AT GADHANJIPORA K-TENG B BLOCK BIJBEHARA Block Bijbehar,2024-11-25 18:00,2024-12-03 18:00,3900,,195000,02-12-2024 19:52:30,J&KTenders GOV NICGEP BOT
281,2024_RDPR_265788_27,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Jammu,Constt.of lane drain from main road to Charansingh at old Chak Agra ward no 01 Panchayat Chak Agra Block RS Pura under Under capex (PRI) for the Financial year 2024-25. .(Block Level 2nd Call),2024-11-25 18:00,2024-12-04 18:00,1940,,97000,02-12-2024 19:53:07,J&KTenders GOV NICGEP BOT
282,2024_RDPR_265788_31,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Jammu,Constt. Of lane Drain from main road to house of Mohd. Kasim at ward no 02 Panchayat Chak Agra Block RS Pura under Under capex (PRI) for the Financial year 2024-25. .(Block Level 2nd Call),2024-11-25 18:00,2024-12-04 18:00,2340,,117000,02-12-2024 19:53:26,J&KTenders GOV NICGEP BOT
283,2024_RDPR_265776_16,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,Vijaypur,Constt of lane from main canal road to house of sudesh kumar w.no 3 Pyt Vijaypur Block Vijaypur under scheme BDC capex Budget for the year 2024-25,2024-11-25 18:00,2024-12-03 18:00,2900,,145000,02-12-2024 19:53:44,J&KTenders GOV NICGEP BOT
284,2024_RDPR_265776_16,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,Vijaypur,Constt of lane from main canal road to house of sudesh kumar w.no 3 Pyt Vijaypur Block Vijaypur under scheme BDC capex Budget for the year 2024-25,2024-11-25 18:00,2024-12-03 18:00,2900,,145000,02-12-2024 19:54:03,J&KTenders GOV NICGEP BOT
285,2024_RDPR_265824_12,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,JAMMU,Constt. of lane and p/work near h/o kishore kumar and plateform near h/o puran chand and others from lali shop to janak singh w no.3 pyt GHAINK block bhalwal scheme CAPEX(PRI) YEAR 2024-25. (2nd Call) (Block Level),2024-11-25 18:00,2024-12-03 18:00,3900,,195000,02-12-2024 19:54:21,J&KTenders GOV NICGEP BOT
286,2024_RDPR_265702_20,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Constt of Lane Drain from Atta Chakki to Onwards at Vill and pyt Chandu Chak Under capex (PRI) for the Financial year 2024-25. . (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,5260,,263000,02-12-2024 19:54:49,J&KTenders GOV NICGEP BOT
287,2024_RDPR_265702_26,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Constt of lane near house of surinder singh to H/o Rajji at W.no 3 and constt of lane near H/O Lakhbir singh Daljeet singh at PYT Dablehar Under capex (PRI) for the Financial year 2024-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,5820,,291000,02-12-2024 19:55:07,J&KTenders GOV NICGEP BOT
288,2024_RDPR_265702_16,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Constt of Lane from main road to Dev sthan (Datta Arjo) at Vill Abdullian pyt Chandu Chak Under capex (PRI) for the Financial year 2024-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,5820,,291000,02-12-2024 19:55:26,J&KTenders GOV NICGEP BOT
289,2024_RDPR_265702_36,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Detail Estimate for Const of Lane Drain H/o Raj kumar to Roshan lal at ward no 6 village Draptey (pyt Gagian) Under capex (PRI) for the Financial Years 24-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,3500,,175000,02-12-2024 19:55:45,J&KTenders GOV NICGEP BOT
290,2024_RDPR_265702_32,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,"Constt of Lane from Gurudwara to Bod tree at W.NO2,4 and lane from Community hall to Radha krishna mandir at PYT Dablehar Under capex (PRI) for the Financial year 2024-25. . (Block Level 2nd Call).",2024-11-25 19:56,2024-12-03 18:00,5820,,291000,02-12-2024 19:56:04,J&KTenders GOV NICGEP BOT
291,2024_RDPR_265788_32,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Jammu,Constt. Of lane drain from main road to house of Sonu Choudhary at ward no 03 village Kothey Barkat Singh Panchayat Chak Agra Block RS Pura under Under capex (PRI) for the Financial year 2024-25. .(Block Level 2nd Call),2024-11-25 18:00,2024-12-04 18:00,1940,,97000,02-12-2024 19:56:23,J&KTenders GOV NICGEP BOT
292,2024_RDPR_265702_38,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Const of Lane Drain from Jarnail singh to onwards at Agwan Pyt Gondla Block RS Pura Under capex (PRI) for the Financial year 2024-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,2920,,146000,02-12-2024 19:56:41,J&KTenders GOV NICGEP BOT
293,2024_RDPR_265824_10,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,JAMMU,Const of LANE/DRAIN MOHALLA BHAGAT BATHERA PYT GHAINK BLOCK BHALWAl SCHEME BDC (CAPEX) 2024-25. (2nd Call) (Block Level),2024-11-25 18:00,2024-12-03 18:00,5200,,260000,02-12-2024 19:57:00,J&KTenders GOV NICGEP BOT
294,2024_RDPR_265702_6,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Constt. Of lane drain Gurudwara to Om Parkash and Balkar Singh house at Quadirpur panchayat Chak Bala Block RS Pura Under PRI For the FY 2024-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,4880,,244000,02-12-2024 19:57:25,J&KTenders GOV NICGEP BOT
295,2024_RDPR_265827_7,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Constt. Of Lane drain from main road to near Cattle Shed of Sh. Subash Chander at Village Gandli ward no 02 and Allied Links at Panchayat Gandli Block RS Pura Under capex (PRI) for the Financial year 2024-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,5480,,274000,02-12-2024 19:57:43,J&KTenders GOV NICGEP BOT
296,2024_PWDJK_265836_3,PWD||Chief Engineer Central Kashmir||Ganderbal Circle||Ganderbal Division,Ganderbal,Laying of Spun Pipes from HO Ab Majeed Dar to Trout nallah near Marriage Hall at Ward No. 8 and Const of Lane-drain from HO Mohd Yousf Lone to HO Bashir Ah Wani -Phase 2nd- starting from HO Bashir Ahmad Wani at Ward 8 Checki Duderhama under UDS,2024-11-25 15:00,2024-12-03 16:00,6800,,340000,02-12-2024 19:58:10,J&KTenders GOV NICGEP BOT
297,2024_RDPR_265783_11,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Shopian,SHOPIAN,C/O Tile Lane From shop of Manzoor wani to onwards at kachdoora A,2024-11-25 11:00,2024-12-03 18:00,0.00,,270000,02-12-2024 19:58:48,J&KTenders GOV NICGEP BOT
298,2024_RDPR_265783_18,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Shopian,SHOPIAN,CO TILE LANE FROM MR TO HO ABDUL RAHMAN AND ASHIQ PARRAY OTHERS AT CHOWAN,2024-11-25 11:00,2024-12-03 18:00,0.00,,147000,02-12-2024 19:59:06,J&KTenders GOV NICGEP BOT
299,2024_RDPR_265783_9,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Shopian,SHOPIAN,C/O Lane At CHINAR MOHALLA at Bemnipora,2024-11-25 11:00,2024-12-03 18:00,0.00,,199000,02-12-2024 19:59:24,J&KTenders GOV NICGEP BOT
300,2024_RDPR_265783_12,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Shopian,SHOPIAN,Construction of tile lane From the Main Road to HO Adil Maqbool and onwards at Borihhallan Chotipora Block Shopian,2024-11-25 11:00,2024-12-03 18:00,0.00,,198000,02-12-2024 19:59:43,J&KTenders GOV NICGEP BOT
301,2024_RDPR_265783_9,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Shopian,SHOPIAN,C/O Lane At CHINAR MOHALLA at Bemnipora,2024-11-25 11:00,2024-12-03 18:00,0.00,,199000,02-12-2024 20:00:02,J&KTenders GOV NICGEP BOT
302,2024_RDPR_265787_1,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Const of Lane by way of Plinth work at both sides and Laying of Tiles near the house of Gharu Ram Wno 1 Panchayat Dhateryal, Block Marh DDC 2023-24 (2nd Call)",2024-11-25 10:00,2024-12-03 18:00,3880,,194000,02-12-2024 20:00:20,J&KTenders GOV NICGEP BOT
303,2024_RDPR_265787_4,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Const. of Lane Drain at Wno 05 near the h/o Sundok Ram and others Panchayat Flora Nagbani Block Marh, Under PRI CAPEX BUDGET 2024-25 (2nd Call) (Block Level)",2024-11-25 10:00,2024-12-03 18:00,4900,,245000,02-12-2024 20:00:39,J&KTenders GOV NICGEP BOT
304,2024_RDPR_265787_10,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,Construction of Lane Drain from Shiv Sharma House to onwards at Ward No 9 Pyt Marh Block Marh Under PRI Capex Budget 2024-25 (2nd Call) (Block Level),2024-11-25 10:00,2024-12-03 18:00,2920,,146000,02-12-2024 20:00:57,J&KTenders GOV NICGEP BOT
305,2024_RDPR_265787_10,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,Construction of Lane Drain from Shiv Sharma House to onwards at Ward No 9 Pyt Marh Block Marh Under PRI Capex Budget 2024-25 (2nd Call) (Block Level),2024-11-25 10:00,2024-12-03 18:00,2920,,146000,02-12-2024 20:01:16,J&KTenders GOV NICGEP BOT
306,2024_RDPR_265787_12,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,Construction of Lane from Swaran Dass House to onwards at Channi Movallian Pyt Marh Block Marh Under PRI CAPEX BUDGET 2024-25 (2nd Call) (Block Level),2024-11-25 10:00,2024-12-03 18:00,2940,,147000,02-12-2024 20:01:34,J&KTenders GOV NICGEP BOT
307,2024_RDPR_265786_17,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt.of Lane moh.suresh kumar W.no 1,Pyt Dhok Jagir,Block Akhnoor Under scheme PRI District Capex Budget for the year 2024-25 2nd call Block Level",2024-11-25 09:00,2024-12-03 18:00,1940,,97000,02-12-2024 20:02:15,J&KTenders GOV NICGEP BOT
308,2024_RDPR_265797_2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,Constt.of Lane and Drain Moh. Labbo Devi at Rah w.no.7 Pyt Rah Block Chowki Choura under PRI Grant for the year 2024-25 3rd call,2024-11-25 09:00,2024-12-03 18:00,3880,,194000,02-12-2024 20:02:34,J&KTenders GOV NICGEP BOT
309,2024_RDPR_265776_13,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,Bari Brahmana,Constt of Culvert near the Land o Subash chander w.no2 Pyt Palli Block Bari Brahmana under the scheme Capex Budget (PRI) for the Year 2024-25,2024-11-25 09:00,2024-12-03 18:00,1940,,97000,02-12-2024 20:03:01,J&KTenders GOV NICGEP BOT
310,2024_RDPR_265786_13,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt. of Lane near school mohalla kali dass and other,Pyt Dhok Jagir Block Akhnoor Under scheme(PRI) District Capex Budget for the year 2024-24 2nd call Block Level",2024-11-25 09:00,2024-12-03 18:00,1940,,97000,02-12-2024 20:03:28,J&KTenders GOV NICGEP BOT
311,2024_RDPR_265786_17,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt.of Lane moh.suresh kumar W.no 1,Pyt Dhok Jagir,Block Akhnoor Under scheme PRI District Capex Budget for the year 2024-25 2nd call Block Level",2024-11-25 09:00,2024-12-03 18:00,1940,,97000,02-12-2024 20:03:46,J&KTenders GOV NICGEP BOT
312,2024_RDPR_265786_5,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt. of Lane near school mohalla sat paul W.no 8,Pyt- Dhok Jagir Block- Akhnoor Under scheme(PRI) District Capex Budget for the year 2024-25 2nd call Block Level",2024-11-25 09:00,2024-12-03 18:00,1940,,97000,02-12-2024 20:04:05,J&KTenders GOV NICGEP BOT
313,2024_RDPR_265786_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"constt.of Portection work land of mashi ram near littiel star public school,Pyt Dhok Jagir,Block Akhnoor under scheme PRI Grant Distt.Capex Budget for the year 2024-25 2nd call Block Level",2024-11-25 09:00,2024-12-03 18:00,3880,,194000,02-12-2024 20:04:24,J&KTenders GOV NICGEP BOT
314,2024_RDPR_265794_1,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"Construction of crates work near land of Ashwani Kumar,Shiv Charan and Kuldeep kumar in ward no. 1,3, 7 Pyt. Upper Kathar Block Dansal under PMKKKY for the year 2024-25 2nd call",2024-11-25 09:00,2024-12-03 18:00,9700,,485000,02-12-2024 20:04:50,J&KTenders GOV NICGEP BOT
315,2024_RDPR_265779_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"Constt. Of lane drain 22 no. small culvert at Rajpura W.no 4 , 5 Panchayat Pindi Block Pargwal under PRI Capex (2024-25) (Pyt Level)",2024-11-25 09:00,2024-12-03 18:00,5840,,292000,02-12-2024 20:05:24,J&KTenders GOV NICGEP BOT
316,2024_RDPR_265786_2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt.of Lane/drain house of Labba Ram,Tersam lal W.no4 ,Pyt Dhok Jagir ,Block Akhnoor Under scheme PRI District Capex Budget for the year 2024-25 2nd call Block Level",2024-11-25 09:00,2024-12-03 18:00,3500,,175000,02-12-2024 20:05:42,J&KTenders GOV NICGEP BOT
317,2024_RDPR_265776_1,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,Bari Brahmana,Constt of Lane/Drain from H/o Charan Dass to onwards w.no.8 Pyt Tarore Block Bari Brahmana under the scheme Capex (PRI) for the Year 2024-25.,2024-11-25 09:00,2024-12-03 18:00,3880,,194000,02-12-2024 20:06:01,J&KTenders GOV NICGEP BOT
318,2024_RDPR_265779_10,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,Constt. Of lane from main road to house to Ravinder Singh ward no. 8 chiban Chak Panchayat Bhalwal Mulo Block Pargwal under PRI Capex (2024-25) (Pyt Level),2024-11-25 09:00,2024-12-03 18:00,3900,,195000,02-12-2024 20:06:20,J&KTenders GOV NICGEP BOT
319,2024_RDPR_265779_4,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"the Constt of Lane drain at W.No 5 and 6 Pyt Pargwal Lower Block Pargwal, Block Pargwal under PRI Capex 2024-25 (Pyt Level)",2024-11-25 09:00,2024-12-03 18:00,5840,,292000,02-12-2024 20:06:39,J&KTenders GOV NICGEP BOT
320,2024_RDPR_265777_1,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"Constt.of Lane and P-Work in moh.Shiv Ram at chang w.no.2 Pyt GANGAL, Block Chowki Choura under PRI Grant for the year 2024-25 3rd call",2024-11-25 09:00,2024-12-03 18:00,3880,,194000,02-12-2024 20:06:57,J&KTenders GOV NICGEP BOT
321,2024_RDPR_265777_11,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"constt. Of lane and drain channel khad towards H/o Ram lal sulian w.no 6, Pyt. Ghar, Block Chowki Choura, Under PRI district capex budget for year 2024-25 3rd call",2024-11-25 09:00,2024-12-03 18:00,3880,,194000,02-12-2024 20:07:16,J&KTenders GOV NICGEP BOT
322,2024_RDPR_265777_5,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,Constt.of Lane/T Road moh. Pawan kumar chagiyal w.no.6 Pyt Gangal Block Chowki Choura under PRI Grant for the year 2024-25 3rd call,2024-11-25 09:00,2024-12-03 18:00,3500,,175000,02-12-2024 20:07:35,J&KTenders GOV NICGEP BOT
